Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
3.2600,-0.0517,0.0190,-0.0517,0.0000,0.0517,0.0000,-0.0327,0.6637,-43.0105,602.6649,-42.9929,602.4597
3.3600,-0.0461,0.0153,-0.0461,0.0000,0.0461,0.0000,-0.0307,0.5366,-42.8411,603.6492,-42.8298,603.4448
3.4600,-0.0409,0.0123,-0.0409,0.0000,0.0409,0.0000,-0.0287,0.4292,-42.6680,604.6332,-42.6625,604.4296
3.5600,-0.0363,0.0101,-0.0363,0.0000,0.0363,0.0000,-0.0262,0.3542,-42.4919,605.6169,-42.4916,605.4138
3.6600,-0.0322,0.0098,-0.0322,0.0000,0.0322,0.0000,-0.0224,0.3428,-42.3131,606.6002,-42.3174,606.3978
3.7600,-0.0283,0.0088,-0.0283,0.0000,0.0283,0.0000,-0.0196,0.3072,-42.1322,607.5831,-42.1407,607.3815
3.8600,-0.0247,0.0073,-0.0247,0.0000,0.0247,0.0000,-0.0175,0.2550,-41.9496,608.5659,-41.9619,608.3649
3.9600,-0.0214,0.0055,-0.0214,0.0000,0.0214,0.0000,-0.0159,0.1921,-41.7658,609.5485,-41.7816,609.3481
4.0600,-0.0183,0.0029,-0.0183,0.0000,0.0183,0.0000,-0.0153,0.1028,-41.5810,610.5311,-41.6001,610.3313
4.1600,-0.0152,0.0005,-0.0152,0.0000,0.0152,0.0000,-0.0147,0.0181,-41.3959,611.5134,-41.4179,611.3142
4.2600,-0.0124,-0.0014,-0.0124,0.0000,0.0124,0.0000,-0.0139,-0.0503,-41.2107,612.4960,-41.2355,612.2972
4.3600,-0.0097,-0.0039,-0.0097,0.0000,0.0097,0.0000,-0.0136,-0.1351,-41.0258,613.4786,-41.0532,613.2803
4.4600,-0.0071,-0.0060,-0.0071,0.0000,0.0071,0.0000,-0.0131,-0.2103,-40.8418,614.4614,-40.8715,614.2635
4.5600,-0.0047,-0.0080,-0.0047,0.0000,0.0047,0.0000,-0.0127,-0.2811,-40.6588,615.4445,-40.6907,615.2469
4.6600,-0.0022,-0.0101,-0.0022,0.0000,0.0022,0.0000,-0.0123,-0.3520,-40.4774,616.4278,-40.5113,616.2307
4.7600,0.0001,-0.0114,0.0001,0.0000,-0.0001,0.0000,-0.0114,-0.3991,-40.2979,617.4115,-40.3337,617.2147
4.8600,0.0023,-0.0128,0.0023,0.0000,-0.0023,0.0000,-0.0105,-0.4471,-40.1207,618.3956,-40.1582,618.1991
4.9600,0.0045,-0.0140,0.0045,0.0000,-0.0045,0.0000,-0.0095,-0.4907,-39.9462,619.3802,-39.9853,619.1840
5.0600,0.0066,-0.0150,0.0066,0.0000,-0.0066,0.0000,-0.0084,-0.5266,-39.7748,620.3654,-39.8154,620.1694
5.1600,0.0087,-0.0158,0.0087,0.0000,-0.0087,0.0000,-0.0071,-0.5541,-39.6069,621.3511,-39.6488,621.1554
5.2600,0.0108,-0.0165,0.0108,0.0000,-0.0108,0.0000,-0.0058,-0.5788,-39.4429,622.3375,-39.4860,622.1420
5.3600,0.0130,-0.0205,0.0130,0.0000,-0.0130,0.0000,-0.0074,-0.7165,-39.2832,623.3247,-39.3277,623.1292
5.4600,0.0153,-0.0252,0.0153,0.0000,-0.0153,0.0000,-0.0099,-0.8832,-39.1283,624.3126,-39.1741,624.1173
5.5600,0.0177,-0.0304,0.0177,0.0000,-0.0177,0.0000,-0.0127,-1.0633,-38.9786,625.3013,-39.0256,625.1061
5.6600,0.0200,-0.0352,0.0200,0.0000,-0.0200,0.0000,-0.0152,-1.2305,-38.8346,626.2910,-38.8827,626.0957
5.7600,0.0224,-0.0384,0.0224,0.0000,-0.0224,0.0000,-0.0160,-1.3454,-38.6967,627.2814,-38.7460,627.0862
5.8600,0.0248,-0.0418,0.0248,0.0000,-0.0248,0.0000,-0.0170,-1.4642,-38.5655,628.2727,-38.6158,628.0775
5.9600,0.0273,-0.0453,0.0273,0.0000,-0.0273,0.0000,-0.0180,-1.5857,-38.4415,629.2650,-38.4928,629.0696
6.0600,0.0298,-0.0479,0.0298,0.0000,-0.0298,0.0000,-0.0181,-1.6772,-38.3251,630.2581,-38.3774,630.0627
6.1600,0.0324,-0.0499,0.0324,0.0000,-0.0324,0.0000,-0.0174,-1.7454,-38.2171,631.2523,-38.2702,631.0567
6.2600,0.0351,-0.0519,0.0351,0.0000,-0.0351,0.0000,-0.0169,-1.8176,-38.1179,632.2473,-38.1719,632.0515
6.3600,0.0378,-0.0541,0.0378,0.0000,-0.0378,0.0000,-0.0162,-1.8923,-38.0283,633.2433,-38.0830,633.0472
6.4600,0.0406,-0.0548,0.0406,0.0000,-0.0406,0.0000,-0.0142,-1.9180,-37.9488,634.2401,-38.0043,634.0437
6.5600,0.0435,-0.0559,0.0435,0.0000,-0.0435,0.0000,-0.0124,-1.9581,-37.8802,635.2377,-37.9364,635.0410
6.6600,0.0465,-0.0567,0.0465,0.0000,-0.0465,0.0000,-0.0103,-1.9856,-37.8232,636.2360,-37.8800,636.0388
6.7600,0.0496,-0.0572,0.0496,0.0000,-0.0496,0.0000,-0.0076,-2.0013,-37.7786,637.2350,-37.8360,637.0373
6.8600,0.0528,-0.0574,0.0528,0.0000,-0.0528,0.0000,-0.0046,-2.0087,-37.7472,638.2346,-37.8052,638.0361
6.9600,0.0561,-0.0576,0.0561,0.0000,-0.0561,0.0000,-0.0015,-2.0163,-37.7299,639.2344,-37.7884,639.0353
7.0600,0.0602,-0.0666,0.0602,0.0000,-0.0602,0.0000,-0.0065,-2.3312,-37.7277,640.2344,-37.7871,640.0336
7.1600,0.0646,-0.0783,0.0646,0.0000,-0.0646,0.0000,-0.0137,-2.7390,-37.7416,641.2343,-37.8021,641.0325
7.2600,0.0693,-0.0933,0.0693,0.0000,-0.0693,0.0000,-0.0240,-3.2669,-37.7725,642.2338,-37.8342,642.0308
7.3600,0.0744,-0.1103,0.0744,0.0000,-0.0744,0.0000,-0.0359,-3.8617,-37.8216,643.2326,-37.8846,643.0281
7.4600,0.0796,-0.1180,0.0796,0.0000,-0.0796,0.0000,-0.0384,-4.1308,-37.8903,644.2302,-37.9543,644.0241
7.5600,0.0851,-0.1269,0.0851,0.0000,-0.0851,0.0000,-0.0418,-4.4425,-37.9796,645.2263,-38.0446,645.0183
7.6600,0.0911,-0.1378,0.0911,0.0000,-0.0911,0.0000,-0.0467,-4.8219,-38.0908,646.2200,-38.1570,646.0100
7.7600,0.0971,-0.1460,0.0971,0.0000,-0.0971,0.0000,-0.0489,-5.1100,-38.2253,647.2109,-38.2924,646.9985
7.8600,0.1034,-0.1506,0.1034,0.0000,-0.1034,0.0000,-0.0472,-5.2703,-38.3847,648.1981,-38.4525,647.9830
7.9600,0.1102,-0.1560,0.1102,0.0000,-0.1102,0.0000,-0.0458,-5.4595,-38.5703,649.1806,-38.6389,648.9626
8.0600,0.1171,-0.1616,0.1171,0.0000,-0.1171,0.0000,-0.0445,-5.6559,-38.7836,650.1575,-38.8526,649.9362
8.1800,0.1240,-0.1385,0.1240,0.0000,-0.1240,0.0000,-0.0145,-4.8467,-39.0783,651.3207,-39.1462,651.0961
8.3000,0.1335,-0.1706,0.1335,0.0000,-0.1335,0.0000,-0.0371,-5.9713,-39.4177,652.4717,-39.4848,652.2387
8.4200,0.1455,-0.2153,0.1455,0.0000,-0.1455,0.0000,-0.0697,-7.5340,-39.8046,653.6075,-39.8732,653.3689
8.5400,0.1552,-0.1996,0.1552,0.0000,-0.1552,0.0000,-0.0444,-6.9852,-40.2415,654.7250,-40.3087,654.4811
8.6600,0.1624,-0.1664,0.1624,0.0000,-0.1624,0.0000,-0.0040,-5.8232,-40.7298,655.8211,-40.7929,655.5726
8.7600,0.1701,-0.1634,0.1701,0.0000,-0.1701,0.0000,0.0067,-5.7184,-41.1776,656.7151,-41.2375,656.4611
8.8800,0.1844,-0.2487,0.1844,0.0000,-0.1844,0.0000,-0.0642,-8.7037,-41.7657,657.7610,-41.8215,657.4930
9.0000,0.1903,-0.2250,0.1903,0.0000,-0.1903,0.0000,-0.0346,-7.8739,-42.4072,658.7750,-42.4558,658.5036
9.1200,0.1886,-0.1711,0.1886,0.0000,-0.1886,0.0000,0.0174,-5.9898,-43.0955,659.7579,-43.1319,659.4873
9.2400,0.1825,-0.1336,0.1825,0.0000,-0.1825,0.0000,0.0489,-4.6747,-43.8243,660.7111,-43.8429,660.4401
9.3600,0.1774,-0.1611,0.1774,0.0000,-0.1774,0.0000,0.0163,-5.6396,-44.5886,661.6361,-44.5947,661.3694
9.4800,0.1691,-0.1410,0.1691,0.0000,-0.1691,0.0000,0.0281,-4.9350,-45.3833,662.5351,-45.3755,662.2750
9.5800,0.1609,-0.1268,0.1609,0.0000,-0.1609,0.0000,0.0340,-4.4396,-46.0660,663.2657,-46.0460,663.0116
9.7000,0.1491,-0.0905,0.1491,0.0000,-0.1491,0.0000,0.0587,-3.1663,-46.9069,664.1217,-46.8725,663.8768
9.8200,0.1393,-0.1000,0.1393,0.0000,-0.1393,0.0000,0.0394,-3.4983,-47.7687,664.9567,-47.7202,664.7183
9.9400,0.1305,-0.1044,0.1305,0.0000,-0.1305,0.0000,0.0261,-3.6537,-48.6493,665.7720,-48.5899,665.5417
10.0600,0.1206,-0.0827,0.1206,0.0000,-0.1206,0.0000,0.0379,-2.8940,-49.5464,666.5690,-49.4763,666.3476
10.1800,0.1103,-0.0573,0.1103,0.0000,-0.1103,0.0000,0.0530,-2.0059,-50.4583,667.3490,-50.3778,667.1368
10.3000,0.1029,-0.0771,0.1029,0.0000,-0.1029,0.0000,0.0259,-2.6970,-51.3835,668.1132,-51.2938,667.9073
10.4000,0.0965,-0.0721,0.0965,0.0000,-0.0965,0.0000,0.0244,-2.5221,-52.1638,668.7386,-52.0674,668.5390
10.5200,0.0895,-0.0651,0.0895,0.0000,-0.0895,0.0000,0.0244,-2.2800,-53.1103,669.4763,-53.0069,669.2838
10.6400,0.0823,-0.0494,0.0823,0.0000,-0.0823,0.0000,0.0329,-1.7295,-54.0668,670.2008,-53.9567,670.0156
10.7600,0.0757,-0.0439,0.0757,0.0000,-0.0757,0.0000,0.0318,-1.5365,-55.0325,670.9131,-54.9158,670.7341
10.8800,0.0709,-0.0548,0.0709,0.0000,-0.0709,0.0000,0.0161,-1.9180,-56.0067,671.6138,-55.8851,671.4402
11.0000,0.0658,-0.0473,0.0658,0.0000,-0.0658,0.0000,0.0185,-1.6558,-56.9885,672.3036,-56.8623,672.1356
11.1200,0.0605,-0.0347,0.0605,0.0000,-0.0605,0.0000,0.0258,-1.2159,-57.9775,672.9832,-57.8467,672.8209
11.2200,0.0568,-0.0314,0.0568,0.0000,-0.0568,0.0000,0.0253,-1.1001,-58.8066,673.5422,-58.6724,673.3840
11.3400,0.0532,-0.0414,0.0532,0.0000,-0.0532,0.0000,0.0119,-1.4476,-59.8072,674.2048,-59.6693,674.0505
11.4600,0.0499,-0.0392,0.0499,0.0000,-0.0499,0.0000,0.0106,-1.3727,-60.8134,674.8586,-60.6725,674.7084
11.5800,0.0462,-0.0310,0.0462,0.0000,-0.0462,0.0000,0.0152,-1.0845,-61.8249,675.5043,-61.6809,675.3584
11.7000,0.0425,-0.0225,0.0425,0.0000,-0.0425,0.0000,0.0200,-0.7881,-62.8411,676.1425,-62.6939,676.0005
11.8200,0.0403,-0.0329,0.0403,0.0000,-0.0403,0.0000,0.0074,-1.1517,-63.8618,676.7736,-63.7125,676.6346
11.9400,0.0377,-0.0291,0.0377,0.0000,-0.0377,0.0000,0.0086,-1.0177,-64.8866,677.3978,-64.7351,677.2620
12.0400,0.0356,-0.0268,0.0356,0.0000,-0.0356,0.0000,0.0088,-0.9377,-65.7436,677.9131,-65.5904,677.7800
12.1600,0.0329,-0.0196,0.0329,0.0000,-0.0329,0.0000,0.0133,-0.6870,-66.7753,678.5260,-66.6199,678.3960
12.2800,0.0308,-0.0229,0.0308,0.0000,-0.0308,0.0000,0.0080,-0.8005,-67.8102,679.1333,-67.6531,679.0059
12.4000,0.0291,-0.0238,0.0291,0.0000,-0.0291,0.0000,0.0053,-0.8315,-68.8484,679.7353,-68.6897,679.6102
12.5200,0.0271,-0.0198,0.0271,0.0000,-0.0271,0.0000,0.0073,-0.6931,-69.8893,680.3322,-69.7291,680.2096
12.6400,0.0249,-0.0129,0.0249,0.0000,-0.0249,0.0000,0.0120,-0.4519,-70.9329,680.9246,-70.7711,680.8045
12.7400,0.0235,-0.0131,0.0235,0.0000,-0.0235,0.0000,0.0105,-0.4568,-71.8044,681.4149,-71.6415,681.2966
12.8600,0.0222,-0.0176,0.0222,0.0000,-0.0222,0.0000,0.0046,-0.6160,-72.8524,681.9996,-72.6884,681.8830
12.9800,0.0208,-0.0162,0.0208,0.0000,-0.0208,0.0000,0.0046,-0.5663,-73.9024,682.5805,-73.7373,682.4658
13.1000,0.0191,-0.0119,0.0191,0.0000,-0.0191,0.0000,0.0072,-0.4172,-74.9544,683.1578,-74.7881,683.0450
13.2200,0.0177,-0.0116,0.0177,0.0000,-0.0177,0.0000,0.0061,-0.4059,-76.0081,683.7321,-75.8408,683.6210
13.3400,0.0165,-0.0128,0.0165,0.0000,-0.0165,0.0000,0.0037,-0.4478,-77.0634,684.3033,-76.8952,684.1937
13.4600,0.0152,-0.0103,0.0152,0.0000,-0.0152,0.0000,0.0049,-0.3615,-78.1201,684.8719,-77.9511,684.7639
13.5600,0.0141,-0.0083,0.0141,0.0000,-0.0141,0.0000,0.0058,-0.2911,-79.0017,685.3438,-78.8320,685.2371
13.6800,0.0128,-0.0057,0.0128,0.0000,-0.0128,0.0000,0.0071,-0.1999,-80.0607,685.9083,-79.8902,685.8030
13.8000,0.0117,-0.0070,0.0117,0.0000,-0.0117,0.0000,0.0047,-0.2448,-81.1207,686.4707,-80.9495,686.3668
13.9200,0.0106,-0.0061,0.0106,0.0000,-0.0106,0.0000,0.0044,-0.2146,-82.1816,687.0315,-82.0096,686.9288
14.0400,0.0095,-0.0047,0.0095,0.0000,-0.0095,0.0000,0.0047,-0.1647,-83.2432,687.5909,-83.0706,687.4894
14.1600,0.0083,-0.0029,0.0083,0.0000,-0.0083,0.0000,0.0053,-0.1030,-84.3054,688.1492,-84.1322,688.0490
14.2800,0.0072,-0.0032,0.0072,0.0000,-0.0072,0.0000,0.0041,-0.1104,-85.3681,688.7067,-85.1943,688.6074
14.3800,0.0063,-0.0024,0.0063,0.0000,-0.0063,0.0000,0.0039,-0.0850,-86.2539,689.1707,-86.0796,689.0723
14.5000,0.0052,-0.0006,0.0052,0.0000,-0.0052,0.0000,0.0046,-0.0210,-87.3170,689.7272,-87.1423,689.6299
14.6200,0.0041,0.0002,0.0041,0.0000,-0.0041,0.0000,0.0042,0.0055,-88.3802,690.2836,-88.2049,690.1873
14.7400,0.0030,0.0024,0.0030,0.0000,-0.0030,0.0000,0.0053,0.0826,-89.4433,690.8403,-89.2676,690.7449
14.8600,0.0019,0.0026,0.0019,0.0000,-0.0019,0.0000,0.0045,0.0926,-90.5062,691.3974,-90.3299,691.3029
14.9800,0.0007,0.0040,0.0007,0.0000,-0.0007,0.0000,0.0047,0.1395,-91.5687,691.9552,-91.3919,691.8616
15.1000,-0.0005,0.0043,-0.0005,0.0000,0.0005,0.0000,0.0038,0.1510,-92.6305,692.5142,-92.4534,692.4213
15.2000,-0.0015,0.0052,-0.0015,0.0000,0.0015,0.0000,0.0038,0.1834,-93.5149,692.9810,-93.3374,692.8889
15.3200,-0.0028,0.0095,-0.0028,0.0000,0.0028,0.0000,0.0067,0.3333,-94.5752,693.5428,-94.3972,693.4516
15.4400,-0.0042,0.0099,-0.0042,0.0000,0.0042,0.0000,0.0057,0.3456,-95.6344,694.1068,-95.4560,694.0162
15.5600,-0.0054,0.0100,-0.0054,0.0000,0.0054,0.0000,0.0046,0.3498,-96.6999,694.6771,-96.5157,694.5844
15.6800,-0.0071,0.0165,-0.0071,0.0000,0.0071,0.0000,0.0094,0.5768,-97.9588,695.3560,-97.7209,695.2353
15.8000,-0.0087,0.0155,-0.0087,0.0000,0.0087,0.0000,0.0068,0.5442,-99.5720,696.2358,-99.2756,696.0832
15.9200,-0.0110,0.0242,-0.0110,0.0000,0.0110,0.0000,0.0132,0.8476,-101.5026,697.3058,-101.1560,697.1247
16.0200,-0.0131,0.0272,-0.0131,0.0000,0.0131,0.0000,0.0141,0.9535,-103.3072,698.3269,-102.9277,698.1253
16.1200,-0.0155,0.0245,-0.0155,0.0000,0.0155,0.0000,0.0090,0.8576,-105.2486,699.4534,-104.8432,699.2334
16.2400,-0.0197,0.0297,-0.0197,0.0000,0.0197,0.0000,0.0100,1.0395,-107.7112,700.9372,-107.2824,700.6970
16.3400,-0.0256,0.0610,-0.0256,0.0000,0.0256,0.0000,0.0354,2.1362,-109.8382,702.2845,-109.3952,702.0281
16.4400,-0.0323,0.0744,-0.0323,0.0000,0.0323,0.0000,0.0422,2.6042,-112.0007,703.7402,-111.5486,703.4661
16.5600,-0.0443,0.1043,-0.0443,0.0000,0.0443,0.0000,0.0599,3.6489,-114.5932,705.6539,-114.1371,705.3557
16.6600,-0.0622,0.1927,-0.0622,0.0000,0.0622,0.0000,0.1304,6.4832,-116.6959,707.4240,-116.2422,707.1009
16.7600,-0.0909,0.3206,-0.0909,0.0000,0.0909,0.0000,0.2297,8.2357,-118.6633,709.4080,-118.2176,709.0530
16.8600,-0.1454,0.5650,-0.1454,0.0000,0.1454,0.0000,0.4196,11.4789,-120.3320,711.6935,-119.9035,711.2880
16.9800,-0.3340,1.0000,-0.3340,0.0000,0.3340,0.0000,0.7639,29.4789,-121.4480,714.9129,-121.0470,714.3545
17.0800,-0.3848,0.3692,-0.3848,0.0000,0.3848,0.0000,-0.0156,24.7329,-120.8090,717.7028,-120.6702,717.0455
17.1800,-0.4079,-0.0836,-0.4079,0.0000,0.4079,0.0000,-0.4915,23.5010,-118.9145,719.8803,-119.0737,719.2343
17.3000,0.0167,-1.0000,0.0167,0.0000,-0.0167,0.0000,-2.0051,5.5010,-115.8163,721.5276,-116.3640,721.3077
17.4000,0.2877,-1.0000,0.2877,0.0000,-0.2877,0.0000,-0.8077,-9.4990,-113.1344,722.7410,-113.7891,722.7326
17.5000,-0.0231,1.0000,-0.0231,0.0000,0.0231,0.0000,2.2039,-0.4990,-110.6208,724.2926,-111.1079,723.9489
17.6000,-0.5147,1.0000,-0.5147,0.0000,0.5147,0.0000,2.1375,14.5010,-108.0392,725.7402,-108.3986,725.0082
17.7200,-0.2668,-1.0000,-0.2668,0.0000,0.2668,0.0000,-2.6435,14.5010,-104.5662,726.4281,-105.0783,726.1506
17.8200,0.6639,-1.0000,0.6639,0.0000,-0.6639,0.0000,-4.9065,-0.4990,-101.5923,726.3216,-102.3767,726.9891
17.9200,1.5106,-1.0000,1.5106,0.0000,-1.5106,0.0000,-3.6359,-15.4990,-98.6165,726.3907,-99.6127,727.7823
18.0400,1.3597,1.0000,1.3597,0.0000,-1.3597,0.0000,2.8966,-21.4990,-95.3322,727.7178,-96.1626,728.7001
18.1400,0.0423,1.0000,0.0423,0.0000,-0.0423,0.0000,7.3291,-6.4990,-93.1391,729.7406,-93.5615,729.3491
18.2400,-1.5933,1.0000,-1.5933,0.0000,1.5933,0.0000,8.1000,8.5010,-91.0651,731.8934,-91.1327,729.9269
18.3400,-2.8733,1.0000,-2.8733,0.0000,2.8733,0.0000,5.4637,23.5010,-88.6186,733.5927,-88.5266,730.5211
18.4600,-2.7644,-0.7589,-2.7644,0.0000,2.7644,0.0000,-3.5233,32.0000,-85.1160,733.8189,-85.1219,731.2633
18.5600,-0.9780,-1.0000,-0.9780,0.0000,0.9780,0.0000,-10.0898,17.0000,-82.5323,732.3392,-82.8069,731.7489
18.6600,1.4325,-1.0000,1.4325,0.0000,-1.4325,0.0000,-12.3435,2.0000,-80.3658,730.2723,-81.0700,732.1041
18.7800,4.3568,-1.0000,4.3568,0.0000,-4.3568,0.0000,-11.7512,-16.0000,-77.6778,727.8932,-79.0141,732.5158
18.8800,6.1810,-1.0000,6.1810,0.0000,-6.1810,0.0000,-7.8250,-31.0000,-74.9164,726.8010,-76.6796,732.9724
18.9800,6.4623,-1.0000,6.4623,0.0000,-6.4623,0.0000,1.0158,-35.0000,-72.0474,727.4614,-73.7712,733.5272
19.1000,4.4040,1.0000,4.4040,0.0000,-4.4040,0.0000,10.8619,-23.0000,-69.9025,730.2745,-70.9368,734.0547
19.2000,1.7374,1.0000,1.7374,0.0000,-1.7374,0.0000,13.7236,-8.0000,-69.1909,733.1817,-69.6000,734.2996
19.3000,-1.0980,1.0000,-1.0980,0.0000,1.0980,0.0000,14.1655,7.0000,-68.7276,736.1442,-68.6412,734.4738
19.4000,-3.7929,1.0000,-3.7929,0.0000,3.7929,0.0000,13.0386,22.0000,-67.7699,738.9745,-67.3660,734.7034
19.5200,-5.9857,1.0000,-5.9857,0.0000,5.9857,0.0000,6.6761,35.0000,-65.1450,741.3175,-64.6566,735.1854
19.6200,-5.8813,1.0000,-5.8813,0.0000,5.8813,0.0000,-2.9155,35.0000,-62.1995,741.3277,-61.7717,735.6906
19.7200,-4.0840,-1.0000,-4.0840,0.0000,4.0840,0.0000,-10.3217,20.0000,-59.6990,739.7134,-59.4502,736.0918
19.8400,-1.0279,-1.0000,-1.0279,0.0000,1.0279,0.0000,-13.1714,2.0000,-57.4092,736.9415,-57.5942,736.4097
19.9400,1.6064,-1.0000,1.6064,0.0000,-1.6064,0.0000,-12.9736,-13.0000,-55.5006,734.6307,-56.1820,736.6500
20.0400,3.8436,-1.0000,3.8436,0.0000,-3.8436,0.0000,-10.2448,-28.0000,-53.0455,732.9442,-54.2324,736.9800
20.1400,4.8224,-1.0000,4.8224,0.0000,-4.8224,0.0000,-2.6304,-35.0000,-50.1014,732.8206,-51.4832,737.4423
20.2600,3.4952,1.0000,3.4952,0.0000,-3.4952,0.0000,8.3796,-26.0000,-47.3448,735.0195,-48.2691,737.9793
20.3600,1.1105,1.0000,1.1105,0.0000,-1.1105,0.0000,12.5606,-11.0000,-46.1189,737.7479,-46.4935,738.2750
20.4600,-1.5807,1.0000,-1.5807,0.0000,1.5807,0.0000,13.5193,4.0000,-45.2730,740.6259,-45.1869,738.4922
20.5800,-4.6387,1.0000,-4.6387,0.0000,4.6387,0.0000,12.0584,22.0000,-43.7585,743.8737,-43.3336,738.8002
20.6800,-6.3326,1.0000,-6.3326,0.0000,6.3326,0.0000,6.7420,35.0000,-41.4209,745.6833,-40.9333,739.1990
20.7800,-6.2530,1.0000,-6.2530,0.0000,6.2530,0.0000,-2.8063,35.0000,-38.4749,745.6938,-38.0255,739.6832
20.8800,-4.4096,-1.0000,-4.4096,0.0000,4.4096,0.0000,-10.7137,23.0000,-36.0467,743.9841,-35.7354,740.0661
21.0000,-1.2029,-1.0000,-1.2029,0.0000,1.2029,0.0000,-13.8513,5.0000,-34.0533,740.9957,-34.1475,740.3326
21.1000,1.6130,-1.0000,1.6130,0.0000,-1.6130,0.0000,-14.0028,-10.0000,-32.5318,738.4116,-33.1288,740.5042
21.2000,4.2033,-1.0000,4.2033,0.0000,-4.2033,0.0000,-12.3453,-25.0000,-30.4838,736.2409,-31.6600,740.7525
