Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
1.4049,-6.6332,1.0000,-6.6332,0.0000,6.6332,0.0000,0.0000,35.0000,-50.5545,584.8704,-44.2427,585.2539
1.5049,-4.8997,1.0000,-4.8997,0.0000,4.8997,0.0000,0.0000,35.0000,-48.8033,585.4772,-44.2860,585.7370
1.6049,-3.0575,1.0000,-3.0575,0.0000,3.0575,0.0000,0.0000,35.0000,-46.9679,585.1159,-44.2696,585.5464
1.7049,-1.6464,1.0000,-1.6464,0.0000,1.6464,0.0000,0.0000,35.0000,-45.5594,583.8640,-44.1500,584.3774
1.8049,-1.1563,1.0000,-1.1563,0.0000,1.1563,0.0000,0.0000,35.0000,-44.9841,582.0574,-43.8856,582.6726
1.9049,-1.8099,1.0000,-1.8099,0.0000,1.8099,0.0000,0.0000,35.0000,-45.4194,580.2026,-43.5069,581.0372
2.0049,-3.3754,1.0000,-3.3754,0.0000,3.3754,0.0000,0.0000,35.0000,-46.7534,578.8317,-43.2265,580.1272
2.1049,-5.2847,1.0000,-5.2847,0.0000,5.2847,0.0000,0.0000,35.0000,-48.6100,578.3461,-43.2265,580.1272
2.2049,-6.9870,1.0000,-6.9870,0.0000,6.9870,0.0000,0.0000,35.0000,-50.4543,578.8943,-43.4236,580.7667
2.3049,-8.0438,1.0000,-8.0438,0.0000,8.0438,0.0000,0.0000,35.0000,-51.7484,580.3236,-43.7368,581.9459
2.4049,-8.2530,1.0000,-8.2530,0.0000,8.2530,0.0000,0.0000,35.0000,-52.1106,582.2209,-43.9724,583.1542
2.5049,-7.5128,1.0000,-7.5128,0.0000,7.5128,0.0000,0.0000,35.0000,-51.4304,584.0316,-44.1827,584.6384
2.6049,-6.0033,1.0000,-6.0033,0.0000,6.0033,0.0000,0.0000,35.0000,-49.9038,585.2231,-44.2751,585.6057
2.7049,-4.0896,1.0000,-4.0896,0.0000,4.0896,0.0000,0.0000,35.0000,-47.9780,585.4424,-44.2861,585.7397
2.8049,-2.3139,1.0000,-2.3139,0.0000,2.3139,0.0000,0.0000,35.0000,-46.2200,584.6227,-44.2262,585.0746
2.9049,-1.2636,1.0000,-1.2636,0.0000,1.2636,0.0000,0.0000,35.0000,-45.1492,583.0038,-44.0406,583.5739
3.0049,-1.3543,1.0000,-1.3543,0.0000,1.3543,0.0000,0.0000,35.0000,-45.0834,581.0629,-43.6953,581.7820
3.1049,-2.5728,1.0000,-2.5728,0.0000,2.5728,0.0000,0.0000,35.0000,-46.0433,579.3738,-43.3178,580.4236
3.2049,-4.4183,1.0000,-4.4183,0.0000,4.4183,0.0000,0.0000,35.0000,-47.7459,578.4369,-43.2131,580.0912
3.3049,-6.3086,1.0000,-6.3086,0.0000,6.3086,0.0000,0.0000,35.0000,-49.6876,578.5301,-43.2751,580.2850
3.4049,-7.6998,1.0000,-7.6998,0.0000,7.6998,0.0000,0.0000,35.0000,-51.2933,579.6266,-43.5552,581.2281
3.5049,-8.2787,1.0000,-8.2787,0.0000,8.2787,0.0000,0.0000,35.0000,-52.0867,581.4022,-43.8872,582.6802
3.6049,-7.9313,1.0000,-7.9313,0.0000,7.9313,0.0000,0.0000,35.0000,-51.8324,583.3305,-44.0961,583.9470
3.7049,-6.7010,1.0000,-6.7010,0.0000,6.7010,0.0000,0.0000,35.0000,-50.6052,584.8399,-44.2387,585.2106
3.8049,-4.8828,1.0000,-4.8828,0.0000,4.8828,0.0000,0.0000,35.0000,-48.7690,585.4825,-44.2863,585.7421
