Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
4.4066,15.6999,-1.0000,15.6999,0.0000,-31.4383,-50.0000,0.0000,-35.0000,-27.4644,584.6392,-35.8113,571.4043
4.5066,15.0271,-1.0000,15.0271,0.0000,-30.0910,-50.0000,0.0000,-35.0000,-29.3183,585.0024,-41.0000,576.0000
4.6066,13.2082,-1.0000,13.2082,0.0000,-26.4488,-50.0000,0.0000,-35.0000,-31.1835,584.7025,-43.6422,581.5718
4.7066,11.3479,-1.0000,11.3479,0.0000,-22.7236,-50.0000,0.0000,-35.0000,-32.8301,583.7762,-43.3906,580.6597
4.8065,9.6352,-1.0000,9.6352,0.0000,-19.2941,-50.0000,0.0000,-35.0000,-34.0552,582.3380,-42.6689,578.7307
4.9066,8.0473,-1.0000,8.0473,0.0000,-16.1143,-50.0000,0.0000,-35.0000,-34.7076,580.5650,-41.0684,576.0909
5.0066,6.6503,-1.0000,6.6503,0.0000,-13.3170,-50.0000,0.0000,-35.0000,-34.7070,578.6757,-39.3858,574.2633
5.1066,5.6396,-1.0000,5.6396,0.0000,-11.2931,-50.0000,0.0000,-35.0000,-34.0534,576.9031,-37.8174,572.8790
5.2066,5.0813,-1.0000,5.0813,0.0000,-10.1750,-50.0000,0.0000,-35.0000,-32.8274,575.4656,-35.9270,571.4812
5.3065,5.0429,-1.0000,5.0429,0.0000,-10.0981,-50.0000,0.0000,-35.0000,-31.1802,574.5404,-34.0779,570.3212
5.4066,5.5462,-1.0000,5.5462,0.0000,-11.1061,-50.0000,0.0000,-35.0000,-29.3146,574.2417,-32.2394,569.3192
5.5066,6.5659,-1.0000,6.5659,0.0000,-13.1479,-50.0000,0.0000,-35.0000,-27.4608,574.6063,-30.5560,568.5115
5.6066,8.0257,-1.0000,8.0257,0.0000,-16.0711,-50.0000,0.0000,-35.0000,-25.8473,575.5891,-29.1715,567.9136
5.7066,9.7948,-1.0000,9.7948,0.0000,-19.6136,-50.0000,0.0000,-35.0000,-24.6729,577.0691,-28.3814,567.5959
5.8065,11.6832,-1.0000,11.6832,0.0000,-23.3951,-50.0000,0.0000,-35.0000,-24.0825,578.8638,-28.3439,567.5815
