Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
21.2000,-3.5406,-1.0000,-3.5406,0.0000,3.5406,-11.9022,5.7242,-13.0000,-117.8282,724.5913,-116.1146,721.4630
21.3200,-3.7160,1.0000,-3.7160,0.0000,3.7160,-9.7222,16.7778,-1.0000,-116.8992,725.3505,-115.2052,721.9938
21.4200,-3.9098,1.0000,-3.9098,0.0000,3.9098,-7.8033,17.5209,14.0000,-116.1211,725.9785,-114.4407,722.4037
21.5200,-4.0498,1.0000,-4.0498,0.0000,4.0498,-5.8020,10.9745,29.0000,-115.2853,726.5261,-113.6527,722.8005
21.6200,-4.0384,-1.0000,-4.0384,0.0000,4.0384,-3.7729,-5.9407,29.0000,-114.3626,726.9070,-112.8403,723.1870
21.7400,-3.8284,-1.0000,-3.8284,0.0000,3.8284,-1.4166,-20.7468,11.0000,-113.1937,727.1754,-111.8384,723.6382
21.8400,-3.5997,-1.0000,-3.5997,0.0000,3.5997,0.4295,-23.0961,-4.0000,-112.2080,727.3438,-111.0041,723.9928
21.9400,-3.4090,-1.0000,-3.4090,0.0000,3.4090,2.1692,-17.2517,-19.0000,-111.2300,727.5511,-110.1485,724.3403
22.0600,-3.3462,1.0000,-3.3462,0.0000,3.3462,4.1817,-0.0392,-19.0000,-110.1026,727.9579,-109.0804,724.7554
22.1600,-3.4337,1.0000,-3.4337,0.0000,3.4337,5.8785,10.1367,-4.0000,-109.2041,728.3966,-108.1938,725.0842
22.2600,-3.5559,1.0000,-3.5559,0.0000,3.5559,7.6327,11.6743,11.0000,-108.3080,728.8403,-107.3277,725.3937
22.3600,-3.6262,1.0000,-3.6262,0.0000,3.6262,9.4358,4.4068,26.0000,-107.3795,729.2101,-106.4196,725.7071
22.4800,-3.5101,-1.0000,-3.5101,0.0000,3.5101,11.5851,-16.5865,32.0000,-106.2026,729.4265,-105.3208,726.0721
22.5800,-3.2155,-1.0000,-3.2155,0.0000,3.2155,13.2570,-32.3514,17.0000,-105.2033,729.4112,-104.4390,726.3560
22.6800,-2.8351,-1.0000,-2.8351,0.0000,2.8351,14.7523,-38.8685,2.0000,-104.2080,729.3153,-103.5780,726.6254
22.8000,-2.3814,-1.0000,-2.3814,0.0000,2.3814,16.2915,-36.0365,-16.0000,-103.0124,729.2151,-102.5323,726.9427
22.9000,-2.1006,-1.0000,-2.1006,0.0000,2.1006,17.3923,-24.4063,-31.0000,-102.0140,729.2476,-101.6269,727.2102
23.0000,-1.9985,1.0000,-1.9985,0.0000,1.9985,18.4044,-5.7488,-22.0000,-101.0375,729.4581,-100.6849,727.4815
23.1000,-2.0336,1.0000,-2.0336,0.0000,2.0336,19.4105,5.5833,-7.0000,-100.0896,729.7762,-99.7350,727.7484
23.2200,-2.1284,1.0000,-2.1284,0.0000,2.1284,20.6641,7.5204,11.0000,-98.9593,730.1791,-98.5926,728.0613
23.3200,-2.1507,1.0000,-2.1507,0.0000,2.1507,21.7390,-0.3832,26.0000,-97.9936,730.4362,-97.6378,728.3165
23.4200,-2.0218,1.0000,-2.0218,0.0000,2.0218,22.7836,-17.8728,35.0000,-96.9991,730.5203,-96.6901,728.5644
23.5400,-1.6091,-1.0000,-1.6091,0.0000,1.6091,23.8637,-39.7159,20.0000,-95.8117,730.3594,-95.6096,728.8412
23.6400,-1.1438,-1.0000,-1.1438,0.0000,1.1438,24.5312,-47.8919,5.0000,-94.8431,730.1112,-94.7581,729.0547
23.7400,-0.6571,-1.0000,-0.6571,0.0000,0.6571,24.9564,-48.2065,-10.0000,-93.8773,729.8521,-93.9143,729.2628
23.8600,-0.1515,-1.0000,-0.1515,0.0000,0.1515,25.1665,-38.3778,-28.0000,-92.6963,729.6457,-92.8597,729.5187
23.9600,0.0979,1.0000,0.0979,0.0000,-0.0979,25.1592,-19.9543,-29.0000,-91.6983,729.6672,-91.9199,729.7424
24.0600,0.1729,1.0000,0.1729,0.0000,-0.1729,25.0826,-4.6287,-14.0000,-90.7146,729.8446,-90.9493,729.9698
24.1600,0.1635,1.0000,0.1635,0.0000,-0.1635,24.9975,1.6924,1.0000,-89.7436,730.0836,-89.9738,730.1944
24.2800,0.1627,1.0000,0.1627,0.0000,-0.1627,24.9034,-1.9778,19.0000,-88.5704,730.3337,-88.8031,730.4592
24.3800,0.2743,1.0000,0.2743,0.0000,-0.2743,24.7948,-15.0634,34.0000,-87.5744,730.4064,-87.8335,730.6752
24.4800,0.5754,-1.0000,0.5754,0.0000,-0.5754,24.5751,-34.6488,26.0000,-86.5841,730.2775,-86.9026,730.8796
24.6000,1.1177,-1.0000,1.1177,0.0000,-1.1177,24.0460,-47.8337,8.0000,-85.4293,729.9531,-85.8548,731.1065
24.7000,1.6173,-1.0000,1.6173,0.0000,-1.6173,23.3372,-49.8092,-7.0000,-84.4774,729.6467,-85.0043,731.2883
24.8000,2.0799,-1.0000,2.0799,0.0000,-2.0799,22.3867,-44.2502,-22.0000,-83.5100,729.3951,-84.1327,731.4725
24.9000,2.4204,-1.0000,2.4204,0.0000,-2.4204,21.2376,-29.6519,-35.0000,-82.5170,729.2916,-83.2085,731.6656
25.0200,2.5625,1.0000,2.5625,0.0000,-2.5625,19.7218,-5.3255,-23.0000,-81.3281,729.4370,-82.0387,731.9068
25.1200,2.5204,1.0000,2.5204,0.0000,-2.5204,18.4494,6.2572,-8.0000,-80.3616,729.6931,-81.0547,732.1072
25.2200,2.4310,1.0000,2.4310,0.0000,-2.4310,17.2158,8.9306,7.0000,-79.4026,729.9763,-80.0734,732.3048
25.3400,2.3810,1.0000,2.3810,0.0000,-2.3810,15.7811,0.8052,25.0000,-78.2319,730.2355,-78.8892,732.5406
25.4400,2.4938,-1.0000,2.4938,0.0000,-2.4938,14.5645,-16.0023,28.0000,-77.2343,730.2787,-77.9115,732.7328
25.5400,2.7665,-1.0000,2.7665,0.0000,-2.7665,13.2404,-29.8607,13.0000,-76.2403,730.1729,-76.9631,732.9176
25.6400,3.1088,-1.0000,3.1088,0.0000,-3.1088,11.7556,-34.7629,-2.0000,-75.2536,730.0104,-76.0357,733.0966
25.7600,3.4961,-1.0000,3.4961,0.0000,-3.4961,9.7505,-29.9591,-20.0000,-74.0635,729.8602,-74.9151,733.3108
25.8600,3.6984,-1.0000,3.6984,0.0000,-3.6984,7.9352,-16.0460,-35.0000,-73.0652,729.8791,-73.9487,733.4938
25.9600,3.6991,1.0000,3.6991,0.0000,-3.6991,6.0774,4.8668,-26.0000,-72.0916,730.1011,-72.9625,733.6790
26.0800,3.4999,1.0000,3.4999,0.0000,-3.4999,3.9208,4.4260,-8.0000,-70.9727,730.5335,-71.7950,733.8963
26.1800,3.2770,-1.0000,3.2770,0.0000,-3.2770,2.2375,0.0000,1.0000,-70.0546,730.9299,-70.8319,734.0740
26.2800,3.0450,-1.0000,3.0450,0.0000,-3.0450,0.6671,0.0000,-14.0000,-69.1433,731.3416,-69.8713,734.2501
26.3800,2.7346,-1.0000,2.7346,0.0000,-2.7346,-0.7671,0.0000,-29.0000,-68.2779,731.8408,-68.9332,734.4208
26.5000,2.1450,-1.0000,2.1450,0.0000,-2.1450,-2.2150,0.0000,-35.0000,-67.3927,732.6458,-67.9056,734.6064
26.6000,1.4561,-1.0000,1.4561,0.0000,-1.4561,-3.0873,0.0000,-35.0000,-66.8405,733.4771,-67.1928,734.7344
26.7000,0.6236,-1.0000,0.6236,0.0000,-0.6236,-3.5706,0.0000,-35.0000,-66.4868,734.4103,-66.6501,734.8316
26.8200,-0.5056,-1.0000,-0.5056,0.0000,0.5056,-3.5547,0.0000,-35.0000,-66.3485,735.5988,-66.2605,734.9011
26.9200,-1.4995,-1.0000,-1.4995,0.0000,1.4995,-3.0045,0.0000,-35.0000,-66.4785,736.5883,-66.1716,734.9169
27.0200,-2.4904,0.5338,-2.4904,0.0000,2.4904,-1.9566,0.0000,-23.0000,-66.8081,737.5312,-66.2933,734.8952
27.1200,-3.4559,1.0000,-3.4559,0.0000,3.4559,-0.4208,0.0000,-8.0000,-67.2468,738.4296,-66.5480,734.8498
27.2400,-4.6004,1.0000,-4.6004,0.0000,4.6004,2.0532,0.0000,10.0000,-67.8000,739.4944,-66.8988,734.7872
27.3400,-5.5694,1.0000,-5.5694,0.0000,5.5694,4.6431,0.0000,25.0000,-68.1923,740.4137,-67.1403,734.7439
27.4400,-6.5631,1.0000,-6.5631,0.0000,6.5631,7.3950,0.0000,35.0000,-68.4235,741.3846,-67.2359,734.7267
27.5600,-7.7474,1.0000,-7.7474,0.0000,7.7474,6.0767,0.0000,35.0000,-68.4107,742.5811,-67.0676,734.7569
27.6600,-8.6707,1.0000,-8.6707,0.0000,8.6707,0.0000,0.0000,35.0000,-68.1569,743.5463,-66.7031,734.8221
27.7600,-9.4871,1.0000,-9.4871,0.0000,9.4871,0.0000,0.0000,35.0000,-67.6949,744.4310,-66.1379,734.9229
27.8600,-10.1560,1.0000,-10.1560,0.0000,10.1560,0.0000,0.0000,35.0000,-67.0480,745.1909,-65.4179,735.0508
27.9800,-10.7180,1.0000,-10.7180,0.0000,10.7180,0.0000,0.0000,35.0000,-66.0735,745.8852,-64.3873,735.2329
28.0800,-10.9585,1.0000,-10.9585,0.0000,10.9585,0.0000,0.0000,35.0000,-65.1440,746.2485,-63.4428,735.3989
28.1800,-10.9787,1.0000,-10.9787,0.0000,10.9787,0.0000,0.0000,35.0000,-64.1569,746.3961,-62.4689,735.5692
28.3000,-10.7113,1.0000,-10.7113,0.0000,10.7113,0.0000,0.0000,35.0000,-62.9662,746.2791,-61.3284,735.7675
28.4000,-10.2584,1.0000,-10.2584,0.0000,10.2584,0.0000,0.0000,35.0000,-62.0268,745.9420,-60.4601,735.9178
28.5000,-9.6198,1.0000,-9.6198,0.0000,9.6198,0.0000,0.0000,35.0000,-61.1858,745.4047,-59.7114,736.0468
28.6200,-8.6533,1.0000,-8.6533,0.0000,8.6533,0.0000,0.0000,35.0000,-60.3652,744.5341,-59.0222,736.1653
28.7200,-7.7281,1.0000,-7.7281,0.0000,7.7281,0.0000,0.0000,35.0000,-59.8786,743.6628,-58.6535,736.2285
28.8200,-6.7429,1.0000,-6.7429,0.0000,6.7429,0.0000,0.0000,35.0000,-59.5978,742.7051,-58.4966,736.2554
28.9200,-5.7470,1.0000,-5.7470,0.0000,5.7470,0.0000,0.0000,35.0000,-59.5368,741.7090,-58.5594,736.2447
29.0400,-4.6078,1.0000,-4.6078,0.0000,4.6078,0.0000,0.0000,35.0000,-59.7572,740.5331,-58.9195,736.1829
29.1400,-3.7605,1.0000,-3.7605,0.0000,3.7605,0.0000,0.0000,35.0000,-60.1748,739.6266,-59.4369,736.0941
29.2400,-3.0522,1.0000,-3.0522,0.0000,3.0522,0.0000,0.0000,35.0000,-60.7834,738.8357,-60.1297,735.9748
29.3600,-2.4347,1.0000,-2.4347,0.0000,2.4347,0.0000,0.0000,35.0000,-61.7223,738.0941,-61.1376,735.8006
29.4600,-2.1446,1.0000,-2.1446,0.0000,2.1446,0.0000,0.0000,35.0000,-62.6328,737.6853,-62.0766,735.6376
29.5600,-2.0748,1.0000,-2.0748,0.0000,2.0748,0.0000,0.0000,35.0000,-63.6113,737.4891,-63.0557,735.4667
29.6600,-2.2288,1.0000,-2.2288,0.0000,2.2288,0.0000,0.0000,35.0000,-64.6089,737.5151,-64.0252,735.2968
29.7800,-2.6974,1.0000,-2.6974,0.0000,2.6974,0.0000,0.0000,35.0000,-65.7612,737.8372,-65.1050,735.1063
29.8800,-3.3010,1.0000,-3.3010,0.0000,3.3010,0.0000,0.0000,35.0000,-66.6278,738.3322,-65.8875,734.9675
29.9800,-4.0668,1.0000,-4.0668,0.0000,4.0668,0.0000,0.0000,35.0000,-67.3626,739.0074,-66.5143,734.8558
30.1000,-5.1446,1.0000,-5.1446,0.0000,5.1446,0.0000,0.0000,35.0000,-68.0196,740.0074,-67.0210,734.7653
30.2000,-6.1223,1.0000,-6.1223,0.0000,6.1223,0.0000,0.7236,35.0000,-68.3474,740.9501,-67.2182,734.7299
30.3000,-7.1200,1.0000,-7.1200,0.0000,7.1200,0.0000,2.1886,35.0000,-68.4576,741.9420,-67.1966,734.7338
30.4000,-8.0880,1.0000,-8.0880,0.0000,8.0880,0.0000,2.0968,35.0000,-68.3447,742.9335,-66.9574,734.7767
30.5200,-9.1426,1.0000,-9.1426,0.0000,9.1426,0.0000,1.8500,35.0000,-67.9234,744.0533,-66.4097,734.8745
30.6200,-9.8812,1.0000,-9.8812,0.0000,9.8812,0.0000,1.5425,35.0000,-67.3547,744.8735,-65.7581,734.9905
30.7200,-10.4527,1.0000,-10.4527,0.0000,10.4527,0.0000,1.1580,35.0000,-66.6179,745.5467,-64.9621,735.1316
30.8400,-10.8791,1.0000,-10.8791,0.0000,10.8791,0.0000,1.2477,35.0000,-65.5645,746.1139,-63.8705,735.3239
30.9400,-10.9974,1.0000,-10.9974,0.0000,10.9974,0.0000,0.2855,35.0000,-64.5969,746.3583,-62.9035,735.4933
31.0400,-10.8934,1.0000,-10.8934,0.0000,10.8934,0.0000,-0.6908,35.0000,-63.5991,746.3817,-61.9341,735.6623
31.1400,-10.5723,1.0000,-10.5723,0.0000,10.5723,0.0000,-1.6332,35.0000,-62.6212,746.1828,-61.0111,735.8224
31.2600,-9.9231,1.0000,-9.9231,0.0000,9.9231,0.0000,-2.6547,35.0000,-61.5423,745.6655,-60.0277,735.9924
31.3600,-9.1939,1.0000,-9.1939,0.0000,9.1939,0.0000,-3.3645,35.0000,-60.7749,745.0274,-59.3622,736.1069
31.4600,-8.3319,1.0000,-8.3319,0.0000,8.3319,0.0000,-3.9054,35.0000,-60.1685,744.2348,-58.8666,736.1920
31.5800,-7.1824,1.0000,-7.1824,0.0000,7.1824,0.0000,-4.2976,35.0000,-59.6953,743.1358,-58.5390,736.2482
31.6800,-6.1851,1.0000,-6.1851,0.0000,6.1851,0.0000,-4.3888,35.0000,-59.5361,742.1506,-58.5045,736.2541
31.7800,-5.2048,0.9445,-5.2048,0.0000,5.2048,0.0000,-4.2604,33.0558,-59.5992,741.1545,-58.6893,736.2224
31.8800,-4.2793,0.2707,-4.2793,0.0000,4.2793,0.0000,-4.0085,18.0558,-59.8414,740.1851,-59.0599,736.1588
32.0000,-3.2240,-0.6094,-3.2240,0.0000,3.2240,0.0000,-3.8333,0.0558,-60.2348,739.0516,-59.6199,736.0626
32.1000,-2.3477,-1.0000,-2.3477,0.0000,2.3477,0.0000,-4.5225,-14.9442,-60.5513,738.1031,-60.0947,735.9808
32.2000,-1.4339,-1.0000,-1.4339,0.0000,1.4339,0.0000,-4.7545,-29.9442,-60.7665,737.1275,-60.4919,735.9123
32.3000,-0.4635,-1.0000,-0.4635,0.0000,0.4635,0.0000,-5.0368,-35.0000,-60.7872,736.1297,-60.7220,735.8725
32.4000,0.5344,-1.0000,0.5344,0.0000,-0.5344,0.0000,-5.1161,-35.0000,-60.5856,735.1523,-60.7345,735.8703
32.5000,1.5102,-1.0000,1.5102,0.0000,-1.5102,0.0000,-4.9417,-35.0000,-60.1720,734.2441,-60.5282,735.9060
32.6000,2.4149,-1.0000,2.4149,0.0000,-2.4149,0.0000,-4.5189,-35.0000,-59.5668,733.4505,-60.1117,735.9779
32.7000,3.2031,-1.0000,3.2031,0.0000,-3.2031,0.0000,-3.8691,-35.0000,-58.8005,732.8112,-59.5086,736.0817
32.8000,3.8354,-1.0000,3.8354,0.0000,-3.8354,0.0000,-3.0245,-35.0000,-57.9113,732.3582,-58.7453,736.2128
32.9000,4.2797,-1.0000,4.2797,0.0000,-4.2797,0.0000,-2.0277,-35.0000,-56.9436,732.1140,-57.8621,736.3639
33.0000,4.5138,-1.0000,4.5138,0.0000,-4.5138,0.0000,-0.9300,-35.0000,-55.9459,732.0910,-56.9033,736.5274
33.1000,4.5259,-1.0000,4.5259,0.0000,-4.5259,0.0000,0.2146,-35.0000,-54.9680,732.2902,-55.9170,736.6950
33.2000,4.3155,-1.0000,4.3155,0.0000,-4.3155,0.0000,1.3492,-35.0000,-54.0588,732.7018,-54.9530,736.8583
33.3000,3.8930,-1.0000,3.8930,0.0000,-3.8930,0.0000,2.4158,-35.0000,-53.2638,733.3051,-54.0595,737.0092
33.4000,3.2871,-0.0021,3.2871,0.0000,-3.2871,0.0000,3.2850,-23.0000,-52.6081,734.0587,-53.2753,737.1413
33.5000,2.5769,1.0000,2.5769,0.0000,-2.5769,0.0000,3.7129,-8.0000,-52.0452,734.8849,-52.5804,737.2582
33.6000,1.8351,1.0000,1.8351,0.0000,-1.8351,0.0000,3.8008,7.0000,-51.5058,735.7269,-51.9185,737.3693
33.7000,1.1205,1.0000,1.1205,0.0000,-1.1205,0.0000,3.5868,22.0000,-50.9194,736.5364,-51.2290,737.4849
33.8000,0.5037,1.0000,0.5037,0.0000,-0.5037,0.0000,2.9774,35.0000,-50.2191,737.2480,-50.4540,737.6146
33.9000,0.0658,1.0000,0.0658,0.0000,-0.0658,0.0000,1.9953,35.0000,-49.3816,737.7908,-49.5694,737.7624
34.0000,-0.1621,1.0000,-0.1621,0.0000,0.1621,0.0000,0.8996,35.0000,-48.4445,738.1339,-48.6110,737.9223
34.1000,-0.1871,0.1187,-0.1871,0.0000,0.1871,0.0000,-0.0684,20.0000,-47.4579,738.2917,-47.6261,738.0864
34.2000,-0.0945,-0.4594,-0.0945,0.0000,0.0945,0.0000,-0.5538,5.0000,-46.4598,738.3514,-46.6441,738.2499
34.3000,0.0262,-0.6199,0.0262,0.0000,-0.0262,0.0000,-0.5937,-10.0000,-45.4610,738.3997,-45.6649,738.4127
34.4000,0.0929,-0.3249,0.0929,0.0000,-0.0929,0.0000,-0.2320,-11.3705,-44.4678,738.5137,-44.6809,738.5763
34.5000,0.0960,-0.0747,0.0960,0.0000,-0.0960,0.0000,0.0213,-2.6146,-43.4818,738.6805,-43.6945,738.7402
34.6000,0.0818,-0.0030,0.0818,0.0000,-0.0818,0.0000,0.0788,-0.1059,-42.4980,738.8593,-42.7081,738.9041
34.7000,0.0661,0.0118,0.0661,0.0000,-0.0661,0.0000,0.0780,0.4138,-41.5141,739.0384,-41.7218,739.0680
34.8000,0.0527,0.0138,0.0527,0.0000,-0.0527,0.0000,0.0665,0.4844,-40.5299,739.2151,-40.7354,739.2319
34.9000,0.0418,0.0110,0.0418,0.0000,-0.0418,0.0000,0.0528,0.3854,-39.5452,739.3895,-39.7490,739.3961
35.0000,0.0333,0.0083,0.0333,0.0000,-0.0333,0.0000,0.0416,0.2905,-38.5602,739.5619,-38.7627,739.5604
35.1000,0.0265,0.0057,0.0265,0.0000,-0.0265,0.0000,0.0322,0.1998,-37.5748,739.7328,-37.7763,739.7249
35.2000,0.0212,0.0041,0.0212,0.0000,-0.0212,0.0000,0.0254,0.1450,-36.5894,739.9025,-36.7900,739.8896
35.3000,0.0171,0.0022,0.0171,0.0000,-0.0171,0.0000,0.0193,0.0764,-35.6037,740.0715,-35.8037,740.0546
35.4000,0.0139,0.0014,0.0139,0.0000,-0.0139,0.0000,0.0152,0.0479,-34.6180,740.2400,-34.8175,740.2200
35.5000,0.0115,0.0000,0.0115,0.0000,-0.0115,0.0000,0.0115,0.0015,-33.6323,740.4081,-33.8313,740.3858
35.6000,0.0095,0.0000,0.0095,0.0000,-0.0095,0.0000,0.0094,-0.0011,-32.6465,740.5763,-32.8452,740.5520
35.7000,0.0080,-0.0015,0.0080,0.0000,-0.0080,0.0000,0.0066,-0.0511,-31.6608,740.7444,-31.8593,740.7188
35.8000,0.0069,-0.0017,0.0069,0.0000,-0.0069,0.0000,0.0052,-0.0600,-30.6750,740.9129,-30.8733,740.8860
35.9000,0.0061,-0.0021,0.0061,0.0000,-0.0061,0.0000,0.0040,-0.0741,-29.6894,741.0816,-29.8875,741.0538
36.0000,0.0055,-0.0028,0.0055,0.0000,-0.0055,0.0000,0.0027,-0.0972,-28.7038,741.2508,-28.9018,741.2224
36.1000,0.0051,-0.0035,0.0051,0.0000,-0.0051,0.0000,0.0017,-0.1219,-27.7183,741.4205,-27.9163,741.3916
36.2000,0.0049,-0.0035,0.0049,0.0000,-0.0049,0.0000,0.0014,-0.1228,-26.7329,741.5909,-26.9308,741.5616
36.3000,0.0047,-0.0034,0.0047,0.0000,-0.0047,0.0000,0.0013,-0.1194,-25.7469,741.7622,-25.9454,741.7324
36.4000,0.0046,-0.0033,0.0046,0.0000,-0.0046,0.0000,0.0012,-0.1168,-24.6609,741.9517,-24.9040,741.9139
36.5000,0.0048,-0.0063,0.0048,0.0000,-0.0048,0.0000,-0.0015,-0.2211,-23.2511,742.1996,-23.5586,742.1503
36.6000,0.0049,-0.0061,0.0049,0.0000,-0.0049,0.0000,-0.0012,-0.2134,-21.5566,742.5005,-21.9164,742.4413
36.7000,0.0052,-0.0067,0.0052,0.0000,-0.0052,0.0000,-0.0015,-0.2358,-19.6304,742.8470,-20.0329,742.7794
36.8000,0.0057,-0.0104,0.0057,0.0000,-0.0057,0.0000,-0.0047,-0.3652,-17.5157,743.2335,-17.9529,743.1588
36.9000,0.0061,-0.0080,0.0061,0.0000,-0.0061,0.0000,-0.0019,-0.2795,-15.2481,743.6563,-15.7135,743.5750
37.0000,0.0068,-0.0113,0.0068,0.0000,-0.0068,0.0000,-0.0045,-0.3972,-12.8566,744.1130,-13.3449,744.0257
37.1000,0.0075,-0.0091,0.0075,0.0000,-0.0075,0.0000,-0.0015,-0.3171,-10.3652,744.6024,-10.8719,744.5093
37.2000,0.0086,-0.0121,0.0086,0.0000,-0.0086,0.0000,-0.0036,-0.4252,-7.7936,745.1249,-8.3152,745.0262
37.3000,0.0102,-0.0185,0.0102,0.0000,-0.0102,0.0000,-0.0083,-0.6472,-5.1583,745.6821,-5.6919,745.5776
37.4000,0.0121,-0.0272,0.0121,0.0000,-0.0121,0.0000,-0.0151,-0.9524,-2.4733,746.2770,-3.0163,746.1664
37.5000,0.0144,-0.0345,0.0144,0.0000,-0.0144,0.0000,-0.0201,-1.2085,0.2492,746.9149,-0.3011,746.7974
37.6000,0.0174,-0.0415,0.0174,0.0000,-0.0174,0.0000,-0.0241,-1.4526,2.9981,747.6035,2.4425,747.4778
37.7000,0.0216,-0.0546,0.0216,0.0000,-0.0216,0.0000,-0.0330,-1.9126,5.7624,748.3544,5.2031,748.2191
37.8000,0.0281,-0.0827,0.0281,0.0000,-0.0281,0.0000,-0.0546,-2.8935,8.5297,749.1856,7.9686,749.0380
37.9000,0.0379,-0.1253,0.0379,0.0000,-0.0379,0.0000,-0.0874,-4.3857,11.2830,750.1270,10.7220,749.9628
38.0000,0.0532,-0.1646,0.0532,0.0000,-0.0532,0.0000,-0.1114,-5.7625,13.9919,751.2329,13.4348,751.0433
38.1000,0.0944,-0.3458,0.0944,0.0000,-0.0944,0.0000,-0.2513,-12.1013,16.5872,752.6091,16.0382,752.3814
38.2000,0.1856,-0.7977,0.1856,0.0000,-0.1856,0.0000,-0.6121,-21.0570,18.8151,754.5290,18.2743,754.2242
38.3000,0.9637,-1.0000,0.9637,0.0000,-0.9637,0.0000,-5.4435,-35.0000,20.0328,757.1834,18.9259,756.4394
38.4000,2.0856,-1.0000,2.0856,0.0000,-2.0856,0.0000,-5.2689,-35.0000,19.4186,760.0333,18.0554,758.1807
38.5000,2.3562,-1.0000,2.3562,0.0000,-2.3562,0.0000,0.2114,-35.0000,17.1710,761.8989,16.3678,759.7167
38.6000,1.3460,1.0000,1.3460,0.0000,-1.3460,0.0000,6.4460,-20.0000,14.2368,762.2544,14.1636,761.1100
38.7000,-0.3675,1.0000,-0.3675,0.0000,0.3675,0.0000,9.1809,-5.0000,11.3028,761.7372,12.0417,762.2042
38.8000,-2.1657,1.0000,-2.1657,0.0000,2.1657,0.0000,8.9251,10.0000,8.3827,761.1205,9.8360,763.2028
38.9000,-3.4255,1.0000,-3.4255,0.0000,3.4255,0.0000,5.2596,25.0000,5.4102,761.1656,7.2479,764.2545
39.0000,-3.2978,0.2787,-3.2978,0.0000,3.2978,0.0000,-3.0191,32.0000,2.8545,762.6254,4.3827,765.3186
39.1000,-1.5644,-1.0000,-1.5644,0.0000,1.5644,0.0000,-10.1574,17.0000,1.3459,765.1895,2.0763,766.1181
39.2000,0.8379,-1.0000,0.8379,0.0000,-0.8379,0.0000,-12.6518,2.0000,0.4896,768.0564,0.3813,766.6807
39.3000,3.3174,-1.0000,3.3174,0.0000,-3.3174,0.0000,-12.5040,-13.0000,-0.4152,770.9085,-1.1959,767.1880
39.4000,5.3727,-1.0000,5.3727,0.0000,-5.3727,0.0000,-9.5265,-28.0000,-2.0587,773.3879,-3.2201,767.8193
39.5000,6.1398,-1.0000,6.1398,0.0000,-6.1398,0.0000,-1.6161,-35.0000,-4.7390,774.6049,-5.8871,768.6220
39.6000,5.0194,1.0000,5.0194,0.0000,-5.0194,0.0000,7.8883,-29.0000,-7.6101,773.9232,-8.4545,769.3686
39.7000,2.6659,1.0000,2.6659,0.0000,-2.6659,0.0000,12.8439,-14.0000,-9.8851,771.9904,-10.1960,769.8624
39.8000,-0.0670,1.0000,-0.0670,0.0000,0.0670,0.0000,14.1446,1.0000,-11.7652,769.6556,-11.3775,770.1922
39.9000,-2.7742,1.0000,-2.7742,0.0000,2.7742,0.0000,13.6142,16.0000,-13.7966,767.4566,-12.6162,770.5341
40.0000,-5.0033,1.0000,-5.0033,0.0000,5.0033,0.0000,10.3035,31.0000,-16.4173,766.0571,-14.5350,771.0557
40.1000,-5.8210,1.0000,-5.8210,0.0000,5.8210,0.0000,1.7729,35.0000,-19.3438,766.3880,-17.3076,771.7946
40.2000,-4.6951,-1.0000,-4.6951,0.0000,4.6951,0.0000,-7.9576,29.0000,-21.4568,768.4506,-19.9593,772.4870
40.3000,-2.3179,-1.0000,-2.3179,0.0000,2.3179,0.0000,-12.9677,14.0000,-22.4134,771.2800,-21.7139,772.9384
40.4000,0.4387,-1.0000,0.4387,0.0000,-0.4387,0.0000,-14.2671,-1.0000,-22.8241,774.2506,-22.8578,773.2300
40.5000,3.1675,-1.0000,3.1675,0.0000,-3.1675,0.0000,-13.6627,-16.0000,-23.4243,777.1542,-24.0323,773.5273
40.6000,5.3373,-1.0000,5.3373,0.0000,-5.3373,0.0000,-10.0061,-31.0000,-24.7771,779.5367,-25.7259,773.9529
40.7000,6.3221,-1.0000,6.3221,0.0000,-6.3221,0.0000,-3.3150,-35.0000,-26.8614,780.7863,-27.9408,774.5038
40.8000,6.0839,-1.0000,6.0839,0.0000,-6.0839,0.0000,2.3964,-35.0000,-28.9499,780.8619,-30.0104,775.0135
40.9000,5.1227,0.3280,5.1227,0.0000,-5.1227,0.0000,5.4507,-29.0000,-30.5959,780.1913,-31.5209,775.3827
41.0000,3.9538,1.0000,3.9538,0.0000,-3.9538,0.0000,5.9637,-14.0000,-31.7944,779.2842,-32.5144,775.6244
41.1000,2.8733,1.0000,2.8733,0.0000,-2.8733,0.0000,5.3516,1.0000,-32.7319,778.4309,-33.2337,775.7988
41.2000,1.9607,1.0000,1.9607,0.0000,-1.9607,0.0000,4.4535,16.0000,-33.5420,777.7257,-33.8461,775.9470
41.3000,1.2356,1.0000,1.2356,0.0000,-1.2356,0.0000,3.4806,31.0000,-34.2925,777.2005,-34.4354,776.0891
41.4000,0.7033,1.0000,0.7033,0.0000,-0.7033,0.0000,2.5048,35.0000,-35.0062,776.8617,-35.0307,776.2325
41.5000,0.3276,1.0000,0.3276,0.0000,-0.3276,0.0000,1.7704,35.0000,-35.6936,776.6667,-35.6335,776.3776
