Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
3.2600,-0.0517,0.0190,-0.0517,0.0000,0.0517,0.0000,-0.0327,0.6637,-43.0105,602.6649,-42.9929,602.4597
3.3600,-0.0461,0.0153,-0.0461,0.0000,0.0461,0.0000,-0.0307,0.5366,-42.8411,603.6492,-42.8298,603.4448
3.4600,-0.0409,0.0123,-0.0409,0.0000,0.0409,0.0000,-0.0287,0.4292,-42.6680,604.6332,-42.6625,604.4296
3.5600,-0.0363,0.0101,-0.0363,0.0000,0.0363,0.0000,-0.0262,0.3542,-42.4919,605.6169,-42.4916,605.4138
3.6600,-0.0322,0.0098,-0.0322,0.0000,0.0322,0.0000,-0.0224,0.3428,-42.3131,606.6002,-42.3174,606.3978
3.7600,-0.0283,0.0088,-0.0283,0.0000,0.0283,0.0000,-0.0196,0.3072,-42.1322,607.5831,-42.1407,607.3815
3.8600,-0.0247,0.0073,-0.0247,0.0000,0.0247,0.0000,-0.0175,0.2550,-41.9496,608.5659,-41.9619,608.3649
3.9600,-0.0214,0.0055,-0.0214,0.0000,0.0214,0.0000,-0.0159,0.1921,-41.7658,609.5485,-41.7816,609.3481
4.0600,-0.0183,0.0029,-0.0183,0.0000,0.0183,0.0000,-0.0153,0.1028,-41.5810,610.5311,-41.6001,610.3313
4.1600,-0.0152,0.0005,-0.0152,0.0000,0.0152,0.0000,-0.0147,0.0181,-41.3959,611.5134,-41.4179,611.3142
4.2600,-0.0124,-0.0014,-0.0124,0.0000,0.0124,0.0000,-0.0139,-0.0503,-41.2107,612.4960,-41.2355,612.2972
4.3600,-0.0097,-0.0039,-0.0097,0.0000,0.0097,0.0000,-0.0136,-0.1351,-41.0258,613.4786,-41.0532,613.2803
4.4600,-0.0071,-0.0060,-0.0071,0.0000,0.0071,0.0000,-0.0131,-0.2103,-40.8418,614.4614,-40.8715,614.2635
4.5600,-0.0047,-0.0080,-0.0047,0.0000,0.0047,0.0000,-0.0127,-0.2811,-40.6588,615.4445,-40.6907,615.2469
4.6600,-0.0022,-0.0101,-0.0022,0.0000,0.0022,0.0000,-0.0123,-0.3520,-40.4774,616.4278,-40.5113,616.2307
4.7600,0.0001,-0.0114,0.0001,0.0000,-0.0001,0.0000,-0.0114,-0.3991,-40.2979,617.4115,-40.3337,617.2147
4.8600,0.0023,-0.0128,0.0023,0.0000,-0.0023,0.0000,-0.0105,-0.4471,-40.1207,618.3956,-40.1582,618.1991
4.9600,0.0045,-0.0140,0.0045,0.0000,-0.0045,0.0000,-0.0095,-0.4907,-39.9462,619.3802,-39.9853,619.1840
5.0600,0.0066,-0.0150,0.0066,0.0000,-0.0066,0.0000,-0.0084,-0.5266,-39.7748,620.3654,-39.8154,620.1694
5.1600,0.0087,-0.0158,0.0087,0.0000,-0.0087,0.0000,-0.0071,-0.5541,-39.6069,621.3511,-39.6488,621.1554
5.2600,0.0108,-0.0165,0.0108,0.0000,-0.0108,0.0000,-0.0058,-0.5788,-39.4429,622.3375,-39.4860,622.1420
5.3600,0.0130,-0.0205,0.0130,0.0000,-0.0130,0.0000,-0.0074,-0.7165,-39.2832,623.3247,-39.3277,623.1292
5.4600,0.0153,-0.0252,0.0153,0.0000,-0.0153,0.0000,-0.0099,-0.8832,-39.1283,624.3126,-39.1741,624.1173
5.5600,0.0177,-0.0304,0.0177,0.0000,-0.0177,0.0000,-0.0127,-1.0633,-38.9786,625.3013,-39.0256,625.1061
5.6600,0.0200,-0.0352,0.0200,0.0000,-0.0200,0.0000,-0.0152,-1.2305,-38.8346,626.2910,-38.8827,626.0957
5.7600,0.0224,-0.0384,0.0224,0.0000,-0.0224,0.0000,-0.0160,-1.3454,-38.6967,627.2814,-38.7460,627.0862
5.8600,0.0248,-0.0418,0.0248,0.0000,-0.0248,0.0000,-0.0170,-1.4642,-38.5655,628.2727,-38.6158,628.0775
5.9600,0.0273,-0.0453,0.0273,0.0000,-0.0273,0.0000,-0.0180,-1.5857,-38.4415,629.2650,-38.4928,629.0696
6.0600,0.0298,-0.0479,0.0298,0.0000,-0.0298,0.0000,-0.0181,-1.6772,-38.3251,630.2581,-38.3774,630.0627
6.1600,0.0324,-0.0499,0.0324,0.0000,-0.0324,0.0000,-0.0174,-1.7454,-38.2171,631.2523,-38.2702,631.0567
6.2600,0.0351,-0.0519,0.0351,0.0000,-0.0351,0.0000,-0.0169,-1.8176,-38.1179,632.2473,-38.1719,632.0515
6.3600,0.0378,-0.0541,0.0378,0.0000,-0.0378,0.0000,-0.0162,-1.8923,-38.0283,633.2433,-38.0830,633.0472
6.4600,0.0406,-0.0548,0.0406,0.0000,-0.0406,0.0000,-0.0142,-1.9180,-37.9488,634.2401,-38.0043,634.0437
6.5600,0.0435,-0.0559,0.0435,0.0000,-0.0435,0.0000,-0.0124,-1.9581,-37.8802,635.2377,-37.9364,635.0410
6.6600,0.0465,-0.0567,0.0465,0.0000,-0.0465,0.0000,-0.0103,-1.9856,-37.8232,636.2360,-37.8800,636.0388
6.7600,0.0439,-0.9810,0.0439,0.0000,-0.0439,-0.9903,0.0532,-13.7407,-37.7905,637.2354,-37.8360,637.0372
6.8600,-0.0245,-1.0000,-0.0245,0.0000,0.0245,-2.4016,0.4944,-28.7406,-37.8551,638.2325,-37.8053,638.0334
6.9600,-0.2508,-1.0000,-0.2508,0.0000,0.2508,-3.4786,1.3863,-35.0000,-38.1073,639.1982,-37.7888,639.0060
7.0600,-0.6703,-0.2582,-0.6703,0.0000,0.6703,-3.2476,2.3190,-26.7809,-38.5608,640.0877,-37.7867,639.9156
7.1600,-1.2190,1.0000,-1.2190,0.0000,1.2190,-2.7513,2.8439,-11.7809,-39.1369,640.9046,-37.7970,640.7617
7.2600,-1.8119,1.0000,-1.8119,0.0000,1.8119,-1.9642,2.9687,3.2191,-39.7533,641.6920,-37.8186,641.5884
7.3600,-2.3779,1.0000,-2.3779,0.0000,2.3779,-0.8856,2.7417,18.2191,-40.3414,642.5005,-37.8537,642.4460
7.4600,-2.8377,1.0000,-2.8377,0.0000,2.8377,0.4479,2.0958,33.2191,-40.8229,643.3755,-37.9074,643.3779
7.5600,-3.0956,1.0000,-3.0956,0.0000,3.0956,1.9540,0.9943,35.0000,-41.1119,644.3307,-37.9858,644.3960
7.6600,-3.1109,1.0000,-3.1109,0.0000,3.1109,3.5164,-0.2220,35.0000,-41.1814,645.3263,-38.0903,645.4520
7.7600,-2.8807,1.0000,-2.8807,0.0000,2.8807,5.0125,-1.4329,35.0000,-41.0280,646.3124,-38.2171,646.4824
7.8600,-2.4187,1.0000,-2.4187,0.0000,2.4187,6.3229,-2.5598,35.0000,-40.6593,647.2398,-38.3565,647.4227
7.9600,-1.7541,1.0000,-1.7541,0.0000,1.7541,7.3401,-3.5328,35.0000,-40.0938,648.0621,-38.4930,648.2125
8.0600,-0.9305,-1.0000,-0.9305,0.0000,0.9305,7.9760,-10.5744,32.0000,-39.3603,648.7390,-38.6062,648.8017
8.1800,0.1804,-1.0000,0.1804,0.0000,-0.1804,8.1490,-64.0305,14.0000,-38.3438,649.3749,-38.6956,649.2419
8.3000,1.3361,-1.0000,1.3361,0.0000,-1.3361,7.6375,-96.7631,-4.0000,-37.2811,649.9324,-38.7600,649.5374
8.4200,2.4859,-1.0000,2.4859,0.0000,-2.4859,6.4319,-94.9843,-22.0000,-36.2469,650.5398,-38.8366,649.8674
8.5400,3.5677,-1.0000,3.5677,0.0000,-3.5677,4.5566,-87.6517,-35.0000,-35.3400,651.3210,-38.9379,650.3040
8.6600,4.5007,-1.0000,4.5007,0.0000,-4.5007,2.0792,-72.7068,-35.0000,-34.6688,652.3115,-39.1181,650.9892
8.7600,5.1213,-1.0000,5.1213,0.0000,-5.1213,-0.3631,-58.2317,-35.0000,-34.3275,653.2493,-39.2919,651.6011
8.8800,5.6402,-1.0000,5.6402,0.0000,-5.6402,-3.6286,-37.5694,-35.0000,-34.2049,654.4395,-39.5589,652.4622
9.0000,5.8926,-1.0000,5.8926,0.0000,-5.8926,-7.1130,-14.9556,-35.0000,-34.4029,655.6196,-39.8776,653.3808
9.1200,5.8855,-1.0000,5.8855,0.0000,-5.8855,-10.6546,4.6480,-35.0000,-34.9073,656.7045,-40.0706,653.9023
9.2400,5.5736,1.0000,5.5736,0.0000,-5.5736,-14.0970,32.8277,-26.0000,-35.6751,657.6232,-40.6089,655.1688
9.3600,5.1083,1.0000,5.1083,0.0000,-5.1083,-17.2810,40.2990,-8.0000,-36.5854,658.4044,-40.9947,655.9791
9.4800,4.6253,1.0000,4.6253,0.0000,-4.6253,-20.1725,38.2471,10.0000,-37.5221,659.1544,-41.4132,656.7778
9.5800,4.3091,0.7740,4.3091,0.0000,-4.3091,-22.3839,27.4670,25.0000,-38.2527,659.8363,-41.7978,657.4540
9.7000,4.1192,-1.0000,4.1192,0.0000,-4.1192,-24.8931,11.1382,7.0000,-39.0247,660.7546,-42.3432,658.3324
9.8200,4.0313,-1.0000,4.0313,0.0000,-4.0313,-27.3315,6.4913,-11.0000,-39.7714,661.6938,-42.9381,659.2130
9.9400,3.8952,-1.0000,3.8952,0.0000,-3.8952,-29.7080,14.4415,-29.0000,-40.6052,662.5550,-43.5686,660.0775
10.0600,3.5535,-0.5869,3.5535,0.0000,-3.5535,-31.9380,34.9046,-32.0000,-41.6090,663.2061,-44.2076,660.8964
10.1800,2.9925,1.0000,2.9925,0.0000,-2.9925,-33.8804,49.9926,-14.0000,-42.7282,663.6363,-44.8266,661.6443
10.3000,2.3566,1.0000,2.3566,0.0000,-2.3566,-35.4535,53.1083,4.0000,-43.8777,663.9807,-45.4510,662.3602
10.4000,1.8622,1.0000,1.8622,0.0000,-1.8622,-36.4802,47.4433,19.0000,-44.8240,664.3032,-46.0030,662.9652
10.5200,1.4265,-1.0000,1.4265,0.0000,-1.4265,-37.4338,30.9539,19.0000,-45.8947,664.8418,-46.7477,663.7479
10.6400,1.1643,-1.0000,1.1643,0.0000,-1.1643,-38.1928,19.7912,1.0000,-46.9006,665.4960,-47.5553,664.5583
10.7600,0.9385,-1.0000,0.9385,0.0000,-0.9385,-38.8145,20.0150,-17.0000,-47.9151,666.1364,-48.3794,665.3470
10.8800,0.5981,-1.0000,0.5981,0.0000,-0.5981,-39.2679,33.0858,-35.0000,-49.0084,666.6254,-49.2179,666.1162
11.0000,0.0267,1.0000,0.0267,0.0000,-0.0267,-39.4367,52.0946,-20.0000,-50.1843,666.8560,-50.0033,666.8115
11.1200,-0.6743,1.0000,-0.6743,0.0000,0.6743,-39.2099,59.4558,-2.0000,-51.3808,666.9448,-50.7461,667.4486
11.2200,-1.2634,1.0000,-1.2634,0.0000,1.2634,-38.6944,57.7583,13.0000,-52.3780,667.0187,-51.3769,667.9756
11.3400,-1.8669,1.0000,-1.8669,0.0000,1.8669,-37.7164,45.7007,31.0000,-53.5563,667.2372,-52.1962,668.6421
11.4600,-2.2214,-1.0000,-2.2214,0.0000,2.2214,-36.4581,22.9055,23.0000,-54.6571,667.7094,-53.1119,669.3658
11.5800,-2.3672,-1.0000,-2.3672,0.0000,2.3672,-35.0679,9.4343,5.0000,-55.6815,668.3339,-54.0758,670.1066
11.7000,-2.4545,-1.0000,-2.4545,0.0000,2.4545,-33.6180,7.8699,-13.0000,-56.6973,668.9725,-55.0750,670.8507
11.8200,-2.6346,-1.0000,-2.6346,0.0000,2.6346,-32.0904,19.2425,-31.0000,-57.7769,669.4927,-56.0533,671.5610
11.9400,-3.0483,1.0000,-3.0483,0.0000,3.0483,-30.3771,40.2467,-23.0000,-58.9438,669.7626,-56.9895,672.2253
12.0400,-3.5288,1.0000,-3.5288,0.0000,3.5288,-28.7116,49.6448,-8.0000,-59.9396,669.8524,-57.7311,672.7408
12.1600,-4.1429,1.0000,-4.1429,0.0000,4.1429,-26.3786,50.6500,10.0000,-61.1370,669.9304,-58.6063,673.3390
12.2800,-4.6750,1.0000,-4.6750,0.0000,4.6750,-23.6993,40.5877,28.0000,-62.3214,670.1158,-59.5524,673.9734
12.4000,-4.9698,1.0000,-4.9698,0.0000,4.9698,-20.7760,16.9991,35.0000,-63.4344,670.5551,-60.5493,674.6284
12.5200,-4.9697,-1.0000,-4.9697,0.0000,4.9697,-17.7826,-5.3397,17.0000,-64.4218,671.2346,-61.5830,675.2957
12.6400,-4.8174,-1.0000,-4.8174,0.0000,4.8174,-14.8505,-14.1369,-1.0000,-65.3395,672.0078,-62.6130,675.9495
12.7400,-4.6836,-1.0000,-4.6836,0.0000,4.6836,-12.4838,-12.1136,-16.0000,-66.1160,672.6375,-63.4985,676.5026
12.8600,-4.6450,-1.0000,-4.6450,0.0000,4.6450,-9.6973,1.9750,-34.0000,-67.1365,673.2650,-64.5395,677.1428
12.9800,-4.8462,1.0000,-4.8462,0.0000,4.8462,-6.8498,21.3081,-16.0000,-68.2633,673.6741,-65.5698,677.7675
13.1000,-5.1720,1.0000,-5.1720,0.0000,5.1720,-3.8303,28.0710,2.0000,-69.4235,673.9804,-66.5804,678.3724
13.2200,-5.4753,1.0000,-5.4753,0.0000,5.4753,-0.6165,22.8565,20.0000,-70.5721,674.3261,-67.6194,678.9861
13.3400,-5.6039,1.0000,-5.6039,0.0000,5.6039,2.7264,4.1751,35.0000,-71.6462,674.8551,-68.6673,679.5972
13.4600,-5.4332,-1.0000,-5.4332,0.0000,5.4332,6.0430,-20.7546,23.0000,-72.5597,675.6298,-69.7119,680.1997
13.5600,-5.1325,-1.0000,-5.1325,0.0000,5.1325,8.6730,-32.0472,8.0000,-73.2265,676.3747,-70.5561,680.6820
13.6800,-4.7176,-1.0000,-4.7176,0.0000,4.7176,11.6071,-34.2433,-10.0000,-74.0043,677.2884,-71.5505,681.2452
13.8000,-4.3766,-1.0000,-4.3766,0.0000,4.3766,14.3111,-24.6302,-28.0000,-74.8604,678.1276,-72.5777,681.8213
13.9200,-4.2396,1.0000,-4.2396,0.0000,4.2396,16.8789,-6.7284,-16.0000,-75.8540,678.7983,-73.6287,682.4056
14.0400,-4.2329,1.0000,-4.2329,0.0000,4.2329,19.4178,0.4253,2.0000,-76.9050,679.3774,-74.6891,682.9906
14.1600,-4.2060,1.0000,-4.2060,0.0000,4.2060,21.9526,-4.6548,20.0000,-77.9353,679.9917,-75.7501,683.5717
14.2800,-4.0058,1.0000,-4.0058,0.0000,4.0058,24.4186,-23.0417,35.0000,-78.8486,680.7657,-76.8036,684.1442
14.3800,-3.6243,-1.0000,-3.6243,0.0000,3.6243,26.3141,-42.2487,23.0000,-79.4512,681.5624,-77.6218,684.5865
14.5000,-3.0092,-1.0000,-3.0092,0.0000,3.0092,28.2784,-53.4443,5.0000,-80.0519,682.6009,-78.5337,685.0771
14.6200,-2.3573,-1.0000,-2.3573,0.0000,2.3573,29.8545,-53.5370,-13.0000,-80.6385,683.6476,-79.4255,685.5547
14.7400,-1.7973,-1.0000,-1.7973,0.0000,1.7973,31.0649,-42.5323,-31.0000,-81.3377,684.6210,-80.3634,686.0551
14.8600,-1.4726,1.0000,-1.4726,0.0000,1.4726,32.0165,-20.8650,-23.0000,-82.2333,685.4163,-81.3830,686.5969
14.9800,-1.3396,1.0000,-1.3396,0.0000,1.3396,32.8480,-8.6375,-5.0000,-83.2344,686.0775,-82.4393,687.1561
15.1000,-1.2457,1.0000,-1.2457,0.0000,1.2457,33.6205,-8.8672,13.0000,-84.2445,686.7251,-83.4983,687.7150
15.2000,-1.0913,1.0000,-1.0913,0.0000,1.0913,34.2018,-18.4781,28.0000,-85.0303,687.3423,-84.3727,688.1754
15.3200,-0.6849,-1.0000,-0.6849,0.0000,0.6849,34.7285,-40.7221,29.0000,-85.8006,688.2583,-85.3694,688.6994
15.4400,-0.0542,-1.0000,-0.0542,0.0000,0.0542,34.9257,-55.7230,11.0000,-86.3880,689.3039,-86.2724,689.1735
15.5600,0.6528,-1.0000,0.6528,0.0000,-0.6528,34.7114,-59.0465,-7.0000,-86.9175,690.3807,-87.1310,689.6240
15.6800,1.3123,-1.0000,1.3123,0.0000,-1.3123,34.0836,-52.1007,-25.0000,-87.5194,691.4178,-88.0180,690.0892
15.8000,1.7807,-0.9882,1.7807,0.0000,-1.7807,33.1189,-32.3264,-34.5867,-88.3148,692.3119,-88.9936,690.6011
15.9200,1.9792,1.0000,1.9792,0.0000,-1.9792,31.9704,-11.6331,-16.5867,-89.2898,693.0093,-90.0413,691.1511
16.0200,2.0316,1.0000,2.0316,0.0000,-2.0316,30.9630,-4.1423,-1.5867,-90.1536,693.5131,-90.9263,691.6165
16.1200,2.0744,1.0000,2.0744,0.0000,-2.0744,29.9357,-5.1967,13.4133,-91.0133,694.0237,-91.8117,692.0828
16.2400,2.2340,1.0000,2.2340,0.0000,-2.2340,28.6443,-18.0059,31.4133,-91.9688,694.7470,-92.8643,692.6386
16.3400,2.5508,-1.0000,2.5508,0.0000,-2.5508,27.4393,-35.7064,22.4133,-92.6320,695.4940,-93.7039,693.0833
16.4400,2.9903,-1.0000,2.9903,0.0000,-2.9903,26.0350,-45.6081,7.4133,-93.2062,696.3124,-94.5004,693.5065
16.5600,3.5590,-1.0000,3.5590,0.0000,-3.5590,24.0412,-46.8526,-10.5867,-93.8744,697.3091,-95.4375,694.0063
16.6600,3.9770,-1.0000,3.9770,0.0000,-3.9770,22.1324,-39.3001,-25.5867,-94.4952,698.0923,-96.2441,694.4385
16.7600,4.2481,-1.0000,4.2481,0.0000,-4.2481,20.0545,-22.1250,-35.0000,-95.2407,698.7560,-97.0978,694.8982
16.8600,4.3106,1.0000,4.3106,0.0000,-4.3106,17.9040,-1.7842,-23.0000,-96.1060,699.2550,-97.9833,695.3777
16.9800,4.2089,1.0000,4.2089,0.0000,-4.2089,15.3475,11.0102,-5.0000,-97.2110,699.7222,-99.0428,695.9554
17.0800,4.0833,1.0000,4.0833,0.0000,-4.0833,13.2812,12.0992,10.0000,-98.1391,700.0944,-99.9229,696.4393
17.1800,4.0111,1.0000,4.0111,0.0000,-4.0111,11.2652,4.6525,25.0000,-99.0364,700.5346,-100.8195,696.9365
17.3000,4.1200,-1.0000,4.1200,0.0000,-4.1200,8.8335,-15.3906,25.0000,-99.9981,701.2482,-101.8739,697.5276
17.4000,4.3718,-1.0000,4.3718,0.0000,-4.3718,6.7017,-27.2154,10.0000,-100.7027,701.9573,-102.7317,698.0135
17.5000,4.6740,-1.0000,4.6740,0.0000,-4.6740,4.4254,-30.2103,-5.0000,-101.3788,702.6941,-103.5778,698.4982
17.6000,4.9441,-1.0000,4.9441,0.0000,-4.9441,2.0043,-25.0011,-20.0000,-102.0875,703.3992,-104.4329,698.9939
17.7200,5.0993,-1.0000,5.0993,0.0000,-5.0993,-1.0294,-6.3523,-35.0000,-103.0588,704.0991,-105.4816,699.6107
17.8200,4.9950,1.0000,4.9950,0.0000,-4.9950,-3.5563,15.4081,-26.0000,-103.9805,704.4835,-106.3610,700.1365
17.9200,4.7290,1.0000,4.7290,0.0000,-4.7290,-5.9784,29.0371,-11.0000,-104.9472,704.7380,-107.2138,700.6552
18.0400,4.3277,1.0000,4.3277,0.0000,-4.3277,-8.6765,33.7883,7.0000,-106.1199,704.9924,-108.2369,701.2899
18.1400,4.0194,1.0000,4.0194,0.0000,-4.0194,-10.7450,28.9961,22.0000,-107.0832,705.2592,-109.0716,701.8195
18.2400,3.8280,-1.0000,3.8280,0.0000,-3.8280,-12.6906,15.0082,31.0000,-107.9951,705.6658,-109.9274,702.3747
18.3400,3.7993,-1.0000,3.7993,0.0000,-3.7993,-14.5909,0.1142,16.0000,-108.8288,706.2170,-110.7955,702.9521
18.4600,3.8621,-1.0000,3.8621,0.0000,-3.8621,-16.8909,-5.8126,-2.0000,-109.7767,706.9529,-111.8232,703.6569
18.5600,3.8916,-1.0000,3.8916,0.0000,-3.8916,-18.8336,-1.1594,-17.0000,-110.5815,707.5460,-112.6825,704.2673
18.6600,3.8072,-1.0000,3.8072,0.0000,-3.8072,-20.7609,13.1140,-32.0000,-111.4498,708.0399,-113.5967,704.9404
18.7800,3.4328,1.0000,3.4328,0.0000,-3.4328,-22.9282,38.0137,-23.0000,-112.5924,708.3989,-114.5436,705.6749
18.8800,2.9550,1.0000,2.9550,0.0000,-2.9550,-24.5052,50.2015,-8.0000,-113.5783,708.5654,-115.2814,706.2738
18.9800,2.4180,1.0000,2.4180,0.0000,-2.4180,-25.8225,54.3618,7.0000,-114.5686,708.7039,-115.9749,706.8640
19.1000,1.7929,1.0000,1.7929,0.0000,-1.7929,-27.0510,50.4284,25.0000,-115.7418,708.9518,-116.7796,707.5930
19.2000,1.3821,1.0000,1.3821,0.0000,-1.3821,-27.8186,37.7621,35.0000,-116.6659,709.3292,-117.4731,708.2662
19.3000,1.1320,-1.0000,1.1320,0.0000,-1.1320,-28.4294,22.1304,24.7570,-117.4921,709.8903,-118.1748,709.0058
19.4000,0.9758,-1.0000,0.9758,0.0000,-0.9758,-28.9477,15.2169,9.7570,-118.2398,710.5540,-118.8521,709.7979
19.5200,0.7746,-1.0000,0.7746,0.0000,-0.7746,-29.4676,18.8135,-8.2430,-119.1080,711.3825,-119.5950,710.7912
19.6200,0.4810,0.8339,0.4810,0.0000,-0.4810,-29.7706,31.0856,-11.2430,-119.8705,712.0291,-120.1475,711.6932
19.7200,0.0406,1.0000,0.0406,0.0000,-0.0406,-29.8794,43.9573,3.7570,-120.6618,712.6405,-120.5408,712.4999
19.8400,-0.5785,1.0000,-0.5785,0.0000,0.5785,-29.6854,51.6643,21.7570,-121.5741,713.4193,-120.8598,713.4031
19.9400,-1.2749,1.0000,-1.2749,0.0000,1.2749,-29.1904,71.2099,35.0000,-122.2229,714.1780,-120.8598,713.4031
20.0400,-1.5128,-1.0000,-1.5128,0.0000,1.5128,-28.4587,24.1037,26.0000,-122.7006,715.0550,-121.0710,714.9370
20.1400,-1.9029,1.0000,-1.9029,0.0000,1.9029,-27.5896,38.5713,35.0000,-123.0016,716.0066,-121.0449,715.5565
20.2600,-2.2666,1.0000,-2.2666,0.0000,2.2666,-26.3374,40.6454,35.0000,-123.0895,717.2004,-120.9343,716.2672
20.3600,-2.4419,-1.0000,-2.4419,0.0000,2.4419,-25.1490,18.3760,23.0000,-122.9421,718.1884,-120.6633,717.0658
20.4600,-2.6687,-1.0000,-2.6687,0.0000,2.6687,-23.8468,14.2483,26.0000,-122.6328,719.1379,-120.3461,717.6341
20.5800,-2.8602,-1.0000,-2.8602,0.0000,2.8602,-22.1832,15.1279,14.0000,-122.0953,720.2100,-119.9041,718.2918
20.6800,-3.0325,1.0000,-3.0325,0.0000,3.0325,-20.7083,20.4317,11.0000,-121.5794,721.0665,-119.4805,718.8054
20.7800,-3.2159,1.0000,-3.2159,0.0000,3.2159,-19.1407,21.8965,14.0000,-121.0140,721.8911,-118.9870,719.3257
20.8800,-3.3767,-1.0000,-3.3767,0.0000,3.3767,-17.4785,12.3952,23.0000,-120.3705,722.6556,-118.2601,719.9686
21.0000,-3.4750,-1.0000,-3.4750,0.0000,3.4750,-15.4067,3.4011,17.0000,-119.4605,723.4359,-117.5466,720.5190
21.1000,-3.4913,-1.0000,-3.4913,0.0000,3.4913,-13.6613,-0.0138,2.0000,-118.6428,724.0113,-116.8228,721.0177
