Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
28.8200,-4.0645,1.0000,-4.0645,0.0000,75.9075,0.0000,0.0000,35.0000,-115.2339,700.8500,-112.7303,704.3015
28.9200,-5.0332,1.0000,-5.0332,0.0000,93.9992,0.0000,0.0000,35.0000,-116.0295,700.2495,-112.8622,704.3966
29.0400,-6.0571,1.0000,-6.0571,0.0000,113.1222,0.0000,0.0000,35.0000,-117.1562,699.8528,-113.3549,704.7614
29.1400,-6.7309,1.0000,-6.7309,0.0000,125.7055,0.0000,0.0000,35.0000,-118.1526,699.8224,-113.5967,704.9404
29.2400,-7.2130,1.0000,-7.2130,0.0000,134.7097,0.0000,0.0000,35.0000,-119.1186,700.0688,-113.5967,704.9404
29.3600,-7.3853,1.0000,-7.3853,0.0000,137.9269,0.0000,0.0000,35.0000,-120.1321,700.7010,-115.2277,706.2286
29.4600,-7.2785,1.0000,-7.2785,0.0000,135.9320,0.0000,0.0000,35.0000,-120.7780,701.4603,-115.8384,706.7430
29.5600,-6.9179,1.0000,-6.9179,0.0000,129.1984,0.0000,0.0000,35.0000,-121.1890,702.3685,-116.4974,707.3270
29.6600,-6.3414,1.0000,-6.3414,0.0000,118.4321,0.0000,0.0000,35.0000,-121.3328,703.3549,-116.9721,707.7744
29.7800,-5.4043,1.0000,-5.4043,0.0000,100.9314,0.0000,0.0000,35.0000,-121.1386,704.5335,-117.3481,708.1396
29.8800,-4.4747,1.0000,-4.4747,0.0000,83.5687,0.0000,0.0000,35.0000,-120.6860,705.4217,-117.6058,708.4009
29.9800,-3.4830,1.0000,-3.4830,0.0000,65.0474,0.0000,0.0000,35.0000,-120.0054,706.1500,-117.6736,708.4695
30.1000,-2.3183,1.0000,-2.3183,0.0000,7.5599,0.0000,0.0000,35.0000,-118.9637,706.7345,-117.4978,708.2913
30.2000,-1.4541,1.0000,-1.4541,0.0000,4.7417,0.0000,0.0000,35.0000,-117.9873,706.9356,-117.1874,707.9774
30.3000,-0.7878,1.0000,-0.7878,0.0000,2.5690,0.0000,0.0000,35.0000,-116.9934,706.8591,-116.6492,707.4701
30.4000,-0.3709,1.0000,-0.3709,0.0000,1.2096,0.0000,0.0000,35.0000,-116.0593,706.5107,-115.9917,706.8788
30.5200,-0.2395,0.7810,-0.2395,0.0000,0.7810,0.0000,0.0000,27.3344,-115.0999,705.7958,-115.0925,706.1152
30.6200,-0.4071,1.0000,-0.4071,0.0000,1.3274,0.0000,0.0000,35.0000,-114.4772,705.0170,-114.3303,705.5041
30.7200,-0.8524,1.0000,-0.8524,0.0000,2.5222,0.0000,0.0000,35.0000,-114.0918,704.0977,-113.5967,704.9404
30.8400,-1.6983,1.0000,-1.6983,0.0000,4.2554,0.0000,0.0000,35.0000,-113.9858,702.9078,-112.9648,704.4727
30.9400,-2.5891,1.0000,-2.5891,0.0000,6.4872,0.0000,0.0000,35.0000,-114.2025,701.9349,-112.6302,704.2298
31.0400,-3.5702,1.0000,-3.5702,0.0000,8.9455,0.0000,0.0000,35.0000,-114.6798,701.0598,-112.4866,704.1271
31.1400,-4.5615,1.0000,-4.5615,0.0000,11.4294,0.0000,0.0000,35.0000,-115.3804,700.3506,-112.5693,704.1862
31.2600,-5.6592,1.0000,-5.6592,0.0000,14.1800,0.0000,0.0000,35.0000,-116.4381,699.7955,-112.8820,704.4113
31.3600,-6.4188,1.0000,-6.4188,0.0000,16.0831,0.0000,0.0000,35.0000,-117.4197,699.6217,-113.3995,704.7944
31.4600,-6.9920,1.0000,-6.9920,0.0000,17.5194,0.0000,0.0000,35.0000,-118.4111,699.7260,-113.5967,704.9404
31.5800,-7.3439,1.0000,-7.3439,0.0000,18.4010,0.0000,0.0000,35.0000,-119.5052,700.2053,-114.7427,705.8344
31.6800,-7.3654,1.0000,-7.3654,0.0000,18.4550,0.0000,0.0000,35.0000,-120.2540,700.8633,-115.3805,706.3571
31.7800,-7.1308,1.0000,-7.1308,0.0000,17.8672,0.0000,0.0000,35.0000,-120.7917,701.7028,-115.9727,706.8621
31.8800,-6.6546,1.0000,-6.6546,0.0000,16.6739,0.0000,0.0000,35.0000,-121.0764,702.6581,-116.4974,707.3270
32.0000,-5.8112,1.0000,-5.8112,0.0000,14.5608,0.0000,0.0000,35.0000,-121.0544,703.8525,-117.0944,707.8897
32.1000,-4.9437,1.0000,-4.9437,0.0000,12.3870,0.0000,0.0000,35.0000,-120.7346,704.7968,-117.2979,708.0886
32.2000,-3.9747,1.0000,-3.9747,0.0000,9.9591,0.0000,0.0000,35.0000,-120.1663,705.6157,-117.4654,708.2585
32.3000,-2.9796,1.0000,-2.9796,0.0000,7.4659,0.0000,0.0000,35.0000,-119.3938,706.2457,-117.4386,708.2313
32.4000,-2.0347,1.0000,-2.0347,0.0000,5.0981,0.0000,0.0000,35.0000,-118.4772,706.6376,-117.2195,708.0092
32.5000,-1.2294,1.0000,-1.2294,0.0000,3.0805,0.0000,0.0000,35.0000,-117.4879,706.7608,-116.8440,707.6537
32.6000,-0.6314,1.0000,-0.6314,0.0000,1.5821,0.0000,0.0000,35.0000,-116.5032,706.6058,-116.2770,707.1317
32.7000,-0.3018,0.7561,-0.3018,0.0000,0.7561,0.0000,0.0000,30.0976,-115.5976,706.1881,-115.5757,706.5210
32.8000,-0.2205,0.5525,-0.2205,0.0000,0.5525,0.0000,0.0000,19.3374,-114.7984,705.5888,-114.8129,705.8906
32.9000,-0.3195,0.8005,-0.3195,0.0000,0.8005,0.0000,0.0000,27.2485,-114.1034,704.8716,-114.0368,705.2786
33.0000,-0.6401,1.0000,-0.6401,0.0000,1.6040,0.0000,0.0000,35.0000,-113.5882,704.0180,-113.2910,704.7142
33.1000,-1.2172,1.0000,-1.2172,0.0000,3.0498,0.0000,0.0000,35.0000,-113.3275,703.0558,-112.6493,704.2435
33.2000,-2.0038,1.0000,-2.0038,0.0000,5.0207,0.0000,0.0000,35.0000,-113.3429,702.0591,-112.1511,703.8869
33.3000,-2.9316,1.0000,-2.9316,0.0000,7.3456,0.0000,0.0000,35.0000,-113.6333,701.1055,-111.8812,703.6972
33.4000,-3.9246,1.0000,-3.9246,0.0000,9.8336,0.0000,0.0000,35.0000,-114.1760,700.2692,-111.8096,703.6475
33.5000,-4.9027,1.0000,-4.9027,0.0000,12.2842,0.0000,0.0000,35.0000,-114.9287,699.6156,-111.9663,703.7563
33.6000,-5.7951,1.0000,-5.7951,0.0000,14.5204,0.0000,0.0000,35.0000,-115.8327,699.1956,-112.2697,703.9718
33.7000,-6.5307,1.0000,-6.5307,0.0000,16.3635,0.0000,0.0000,35.0000,-116.8176,699.0417,-112.8154,704.3624
33.8000,-7.0660,1.0000,-7.0660,0.0000,17.7048,0.0000,0.0000,35.0000,-117.8067,699.1661,-113.4064,704.7996
33.9000,-7.3758,1.0000,-7.3758,0.0000,18.4809,0.0000,0.0000,35.0000,-118.7228,699.5591,-113.5967,704.9404
34.0000,-7.3980,1.0000,-7.3980,0.0000,18.5365,0.0000,0.0000,35.0000,-119.4946,700.1901,-114.7288,705.8232
34.1000,-7.1771,1.0000,-7.1771,0.0000,17.9832,0.0000,0.0000,35.0000,-120.0619,701.0098,-115.3495,706.3309
34.2000,-6.7131,1.0000,-6.7131,0.0000,16.8205,0.0000,0.0000,35.0000,-120.3805,701.9543,-115.8851,706.7844
34.3000,-6.0328,1.0000,-6.0328,0.0000,15.1159,0.0000,0.0000,35.0000,-120.4256,702.9501,-116.4338,707.2706
34.4000,-5.1957,1.0000,-5.1957,0.0000,13.0186,0.0000,0.0000,35.0000,-120.1936,703.9197,-116.6961,707.5143
34.5000,-4.2412,1.0000,-4.2412,0.0000,10.6268,0.0000,0.0000,35.0000,-119.7027,704.7873,-116.9084,707.7144
34.6000,-3.2452,1.0000,-3.2452,0.0000,8.1313,0.0000,0.0000,35.0000,-118.9910,705.4854,-116.9206,707.7259
34.7000,-2.2844,1.0000,-2.2844,0.0000,5.7239,0.0000,0.0000,35.0000,-118.1141,705.9597,-116.7319,707.5480
34.8000,-1.4362,1.0000,-1.4362,0.0000,3.5985,0.0000,0.0000,35.0000,-117.1404,706.1730,-116.3859,707.2282
34.9000,-0.7826,1.0000,-0.7826,0.0000,1.9610,0.0000,0.0000,35.0000,-116.1456,706.1088,-115.8233,706.7297
35.0000,-0.3844,0.9632,-0.3844,0.0000,0.9632,0.0000,0.0000,33.7104,-115.2071,705.7725,-115.1395,706.1546
35.1000,-0.2503,0.6271,-0.2503,0.0000,0.6271,0.0000,0.0000,21.9484,-114.3733,705.2231,-114.3754,705.5402
35.2000,-0.3154,0.7903,-0.3154,0.0000,0.7903,0.0000,0.0000,27.6620,-113.6477,704.5369,-113.5942,704.9387
35.3000,-0.6082,1.0000,-0.6082,0.0000,1.5239,0.0000,0.0000,35.0000,-113.0992,703.7044,-112.8319,704.3743
35.4000,-1.1628,1.0000,-1.1628,0.0000,2.9134,0.0000,0.0000,35.0000,-112.8012,702.7531,-112.1624,703.8950
35.5000,-1.9314,1.0000,-1.9314,0.0000,4.8394,0.0000,0.0000,35.0000,-112.7778,701.7565,-111.6580,703.5422
35.6000,-2.8472,1.0000,-2.8472,0.0000,7.1339,0.0000,0.0000,35.0000,-113.0307,700.7922,-111.3343,703.3173
35.7000,-3.8361,1.0000,-3.8361,0.0000,9.6118,0.0000,0.0000,35.0000,-113.5404,699.9355,-111.2702,703.2731
35.8000,-4.8211,1.0000,-4.8211,0.0000,12.0799,0.0000,0.0000,35.0000,-114.2670,699.2531,-111.3562,703.3325
35.9000,-5.7252,1.0000,-5.7252,0.0000,14.3453,0.0000,0.0000,35.0000,-115.1540,698.7980,-111.7002,703.5715
36.0000,-6.4816,1.0000,-6.4816,0.0000,16.2405,0.0000,0.0000,35.0000,-116.1322,698.6060,-112.1600,703.8932
36.1000,-7.0353,1.0000,-7.0353,0.0000,17.6279,0.0000,0.0000,35.0000,-117.1254,698.6918,-112.8319,704.3743
36.2000,-7.3545,1.0000,-7.3545,0.0000,18.4277,0.0000,0.0000,35.0000,-118.0561,699.0487,-113.5007,704.8694
36.3000,-7.4371,1.0000,-7.4371,0.0000,18.6347,0.0000,0.0000,35.0000,-118.8519,699.6491,-113.5967,704.9404
36.4000,-7.2168,1.0000,-7.2168,0.0000,18.0825,0.0000,0.0000,35.0000,-119.4507,700.4460,-114.8360,705.9091
36.5000,-6.7730,1.0000,-6.7730,0.0000,16.9705,0.0000,0.0000,35.0000,-119.8059,701.3775,-115.3981,706.3718
36.6000,-6.1114,1.0000,-6.1114,0.0000,15.3128,0.0000,0.0000,35.0000,-119.8898,702.3708,-115.8415,706.7458
36.7000,-5.2778,1.0000,-5.2778,0.0000,13.2243,0.0000,0.0000,35.0000,-119.6958,703.3486,-116.2537,707.1110
36.8000,-4.3258,1.0000,-4.3258,0.0000,10.8388,0.0000,0.0000,35.0000,-119.2390,704.2347,-116.4779,707.3097
36.9000,-3.3302,1.0000,-3.3302,0.0000,8.3443,0.0000,0.0000,35.0000,-118.5552,704.9600,-116.4966,707.3262
37.0000,-2.3677,1.0000,-2.3677,0.0000,5.9324,0.0000,0.0000,35.0000,-117.6974,705.4680,-116.3084,707.1595
37.1000,-1.5116,1.0000,-1.5116,0.0000,3.7875,0.0000,0.0000,35.0000,-116.7327,705.7192,-115.9279,706.8224
37.2000,-0.8427,1.0000,-0.8427,0.0000,2.1116,0.0000,0.0000,35.0000,-115.7362,705.6938,-115.3921,706.3667
37.3000,-0.4214,1.0000,-0.4214,0.0000,1.0557,0.0000,0.0000,35.0000,-114.7855,705.3939,-114.7048,705.8040
37.4000,-0.2683,0.6723,-0.2683,0.0000,0.6723,0.0000,0.0000,23.5305,-113.9362,704.8691,-113.9342,705.1998
37.5000,-0.3237,0.8110,-0.3237,0.0000,0.8110,0.0000,0.0000,28.3864,-113.1973,704.1975,-113.1416,704.6035
37.6000,-0.6112,1.0000,-0.6112,0.0000,1.5314,0.0000,0.0000,35.0000,-112.6370,703.3729,-112.3745,704.0469
37.7000,-1.1601,1.0000,-1.1601,0.0000,2.9067,0.0000,0.0000,35.0000,-112.3257,702.4259,-111.7046,703.5746
37.8000,-1.9234,1.0000,-1.9234,0.0000,4.8194,0.0000,0.0000,35.0000,-112.2884,701.4298,-111.1958,703.2228
37.9000,-2.8386,1.0000,-2.8386,0.0000,7.1124,0.0000,0.0000,35.0000,-112.5279,700.4621,-110.8681,703.0012
38.0000,-3.8272,1.0000,-3.8272,0.0000,9.5895,0.0000,0.0000,35.0000,-113.0255,699.5984,-110.7628,702.9299
38.1000,-4.8124,1.0000,-4.8124,0.0000,12.0581,0.0000,0.0000,35.0000,-113.7425,698.9058,-110.8879,703.0146
38.2000,-5.7170,1.0000,-5.7170,0.0000,16.9158,0.0000,0.0000,35.0000,-114.6231,698.4385,-111.2338,703.2485
38.3000,-6.4786,1.0000,-6.4786,0.0000,53.4256,0.0000,0.0000,35.0000,-115.5985,698.2327,-111.7028,703.5733
38.4000,-7.0391,1.0000,-7.0391,0.0000,62.3020,0.0000,0.0000,35.0000,-116.5928,698.3046,-112.2986,703.9924
38.5000,-7.3611,1.0000,-7.3611,0.0000,65.1522,0.0000,0.0000,35.0000,-117.5284,698.6486,-112.9688,704.4756
38.6000,-7.4255,1.0000,-7.4255,0.0000,65.7221,0.0000,0.0000,35.0000,-118.3325,699.2379,-113.5967,704.9404
38.7000,-7.2598,1.0000,-7.2598,0.0000,64.2558,0.0000,0.0000,35.0000,-118.9424,700.0264,-113.5967,704.9404
38.8000,-6.7791,1.0000,-6.7791,0.0000,60.0006,0.0000,0.0000,35.0000,-119.3105,700.9528,-115.0176,706.0545
38.9000,-6.1212,1.0000,-6.1212,0.0000,54.1774,0.0000,0.0000,35.0000,-119.4082,701.9449,-115.4722,706.4340
39.0000,-5.2852,1.0000,-5.2852,0.0000,46.7784,0.0000,0.0000,35.0000,-119.2279,702.9253,-115.8078,706.7160
39.1000,-4.3389,1.0000,-4.3389,0.0000,38.4030,0.0000,0.0000,35.0000,-118.7836,703.8176,-116.0136,706.8983
39.2000,-3.3431,1.0000,-3.3431,0.0000,29.5889,0.0000,0.0000,35.0000,-118.1099,704.5524,-116.0427,706.9241
39.3000,-2.3758,1.0000,-2.3758,0.0000,21.0280,0.0000,0.0000,35.0000,-117.2593,705.0723,-115.8646,706.7663
39.4000,-1.5216,1.0000,-1.5216,0.0000,13.4677,0.0000,0.0000,35.0000,-116.2982,705.3369,-115.5166,706.4714
39.5000,-0.8509,1.0000,-0.8509,0.0000,7.5308,0.0000,0.0000,35.0000,-115.3014,705.3254,-114.9677,706.0145
39.6000,-0.4284,1.0000,-0.4284,0.0000,3.7921,0.0000,0.0000,35.0000,-114.3466,705.0388,-114.2694,705.4573
39.7000,-0.2924,1.0000,-0.2924,0.0000,2.5884,0.0000,0.0000,35.0000,-113.5083,704.4995,-113.4892,704.8609
39.8000,-0.4523,1.0000,-0.4523,0.0000,4.0036,0.0000,0.0000,35.0000,-112.8517,703.7493,-112.7024,704.2815
39.9000,-0.8911,1.0000,-0.8911,0.0000,7.8868,0.0000,0.0000,35.0000,-112.4280,702.8470,-111.9837,703.7684
40.0000,-1.5697,1.0000,-1.5697,0.0000,13.8933,0.0000,0.0000,35.0000,-112.2702,701.8628,-111.3840,703.3518
40.1000,-2.4284,1.0000,-2.4284,0.0000,21.4931,0.0000,0.0000,35.0000,-112.3907,700.8732,-110.9840,703.0796
40.2000,-3.3944,1.0000,-3.3944,0.0000,30.0433,0.0000,0.0000,35.0000,-112.7801,699.9555,-110.7802,702.9417
40.3000,-4.3908,1.0000,-4.3908,0.0000,38.8621,0.0000,0.0000,35.0000,-113.4079,699.1812,-110.8055,702.9589
40.4000,-5.3396,1.0000,-5.3396,0.0000,47.2597,0.0000,0.0000,35.0000,-114.2254,698.6106,-111.0580,703.1296
40.5000,-6.1707,1.0000,-6.1707,0.0000,54.6159,0.0000,0.0000,35.0000,-115.1687,698.2882,-111.4527,703.3995
40.6000,-6.8216,1.0000,-6.8216,0.0000,60.3768,0.0000,0.0000,35.0000,-116.1643,698.2392,-112.0471,703.8124
40.7000,-7.2508,1.0000,-7.2508,0.0000,64.1757,0.0000,0.0000,35.0000,-117.1348,698.4673,-112.7249,704.2976
40.8000,-7.4283,1.0000,-7.4283,0.0000,65.7470,0.0000,0.0000,35.0000,-118.0043,698.9548,-113.4202,704.8098
40.9000,-7.3607,1.0000,-7.3607,0.0000,65.1486,0.0000,0.0000,35.0000,-118.7052,699.6636,-113.5967,704.9404
41.0000,-7.0041,1.0000,-7.0041,0.0000,61.9920,0.0000,0.0000,35.0000,-119.1829,700.5386,-114.7275,705.8222
41.1000,-6.4326,1.0000,-6.4326,0.0000,56.9340,0.0000,0.0000,35.0000,-119.4001,701.5115,-115.2403,706.2393
41.2000,-5.6633,1.0000,-5.6633,0.0000,50.1250,0.0000,0.0000,35.0000,-119.3398,702.5066,-115.7287,706.6495
41.3000,-4.7601,1.0000,-4.7601,0.0000,42.1305,0.0000,0.0000,35.0000,-119.0069,703.4463,-115.9366,706.8301
41.4000,-3.7758,1.0000,-3.7758,0.0000,33.4187,0.0000,0.0000,35.0000,-118.4272,704.2573,-116.0558,706.9357
41.5000,-2.7868,1.0000,-2.7868,0.0000,24.6652,0.0000,0.0000,35.0000,-117.6459,704.8763,-115.9668,706.8569
41.6000,-1.8718,1.0000,-1.8718,0.0000,16.5674,0.0000,0.0000,35.0000,-116.7239,705.2554,-115.7113,706.6349
41.7000,-1.1146,1.0000,-1.1146,0.0000,9.8653,0.0000,0.0000,35.0000,-115.7330,705.3647,-115.2160,706.2188
41.8000,-0.5797,1.0000,-0.5797,0.0000,5.1308,0.0000,0.0000,35.0000,-114.7506,705.1960,-114.5802,705.7042
41.9000,-0.3161,1.0000,-0.3161,0.0000,2.7974,0.0000,0.0000,35.0000,-113.8530,704.7621,-113.8297,705.1194
42.0000,-0.3476,1.0000,-0.3476,0.0000,3.0768,0.0000,0.0000,35.0000,-113.1104,704.0972,-113.0366,704.5258
42.1000,-0.6695,1.0000,-0.6695,0.0000,5.9253,0.0000,0.0000,35.0000,-112.5805,703.2527,-112.2775,703.9774
42.2000,-1.2505,1.0000,-1.2505,0.0000,11.0677,0.0000,0.0000,35.0000,-112.3047,702.2948,-111.6247,703.5190
42.3000,-2.0381,1.0000,-2.0381,0.0000,18.0390,0.0000,0.0000,35.0000,-112.3044,701.2979,-111.1402,703.1852
42.4000,-2.9673,1.0000,-2.9673,0.0000,26.2633,0.0000,0.0000,35.0000,-112.5797,700.3398,-110.8409,702.9828
42.5000,-3.9600,1.0000,-3.9600,0.0000,35.0496,0.0000,0.0000,35.0000,-113.1092,699.4952,-110.7661,702.9322
42.6000,-4.9388,1.0000,-4.9388,0.0000,43.7127,0.0000,0.0000,35.0000,-113.8515,698.8298,-110.9215,703.0374
42.7000,-5.8272,1.0000,-5.8272,0.0000,51.5757,0.0000,0.0000,35.0000,-114.7488,698.3956,-111.2895,703.2861
42.8000,-6.5651,1.0000,-6.5651,0.0000,58.1068,0.0000,0.0000,35.0000,-115.7312,698.2263,-111.7854,703.6307
42.9000,-7.0961,1.0000,-7.0961,0.0000,62.8068,0.0000,0.0000,35.0000,-116.7221,698.3352,-112.3961,704.0623
43.0000,-7.3849,1.0000,-7.3849,0.0000,65.3621,0.0000,0.0000,35.0000,-117.6443,698.7137,-113.0739,704.5534
43.1000,-7.4171,1.0000,-7.4171,0.0000,65.6474,0.0000,0.0000,35.0000,-118.4259,699.3325,-113.5967,704.9404
43.2000,-7.2202,1.0000,-7.2202,0.0000,63.9048,0.0000,0.0000,35.0000,-119.0060,700.1431,-113.5967,704.9404
43.3000,-6.7024,1.0000,-6.7024,0.0000,59.3221,0.0000,0.0000,35.0000,-119.3394,701.0826,-115.0768,706.1019
43.4000,-6.0186,1.0000,-6.0186,0.0000,42.3584,0.0000,0.0000,35.0000,-119.4002,702.0776,-115.5373,706.4888
43.5000,-5.1658,1.0000,-5.1658,0.0000,33.2350,0.0000,0.0000,35.0000,-119.1835,703.0507,-115.8220,706.7286
43.6000,-4.2076,1.0000,-4.2076,0.0000,25.1630,0.0000,0.0000,35.0000,-118.7063,703.9259,-116.0296,706.9125
43.7000,-3.2111,1.0000,-3.2111,0.0000,13.8671,0.0000,0.0000,35.0000,-118.0058,704.6351,-116.0310,706.9137
43.8000,-2.2534,1.0000,-2.2534,0.0000,5.9867,0.0000,0.0000,35.0000,-117.1365,705.1230,-115.8260,706.7321
43.9000,-1.4206,1.0000,-1.4206,0.0000,3.7741,0.0000,0.0000,35.0000,-116.1662,705.3516,-115.4507,706.4160
44.0000,-0.7802,1.0000,-0.7802,0.0000,2.0728,0.0000,0.0000,35.0000,-115.1705,705.3030,-114.8800,705.9443
44.1000,-0.3942,1.0000,-0.3942,0.0000,1.0472,0.0000,0.0000,35.0000,-114.2270,704.9811,-114.1677,705.3792
44.2000,-0.2792,0.7418,-0.2792,0.0000,0.7418,0.0000,0.0000,25.9646,-113.3913,704.4353,-113.3831,704.7823
44.3000,-0.3908,1.0000,-0.3908,0.0000,1.0381,0.0000,0.0000,34.2593,-112.6895,703.7262,-112.5878,704.1995
44.4000,-0.7653,1.0000,-0.7653,0.0000,1.9175,0.0000,0.0000,35.0000,-112.2009,702.8572,-111.8421,703.6700
44.5000,-1.3897,1.0000,-1.3897,0.0000,3.0622,0.0000,0.0000,35.0000,-111.9715,701.8871,-111.2168,703.2370
44.6000,-2.2111,1.0000,-2.2111,0.0000,4.8720,0.0000,0.0000,35.0000,-112.0193,700.8914,-110.7487,702.9205
44.7000,-3.1563,1.0000,-3.1563,0.0000,6.9549,0.0000,0.0000,35.0000,-112.3404,699.9476,-110.5080,702.7576
44.8000,-4.1524,1.0000,-4.1524,0.0000,9.1497,0.0000,0.0000,35.0000,-112.9099,699.1295,-110.4912,702.7466
44.9000,-5.1211,1.0000,-5.1211,0.0000,11.2844,0.0000,0.0000,35.0000,-113.6834,698.5007,-110.6460,702.8510
45.0000,-5.9869,1.0000,-5.9869,0.0000,13.1921,0.0000,0.0000,35.0000,-114.6005,698.1100,-111.0546,703.1273
45.1000,-6.6882,1.0000,-6.6882,0.0000,13.7268,0.0000,0.0000,35.0000,-115.5899,697.9883,-111.5739,703.4838
45.2000,-7.1745,1.0000,-7.1745,0.0000,13.6410,0.0000,0.0000,35.0000,-116.5744,698.1447,-112.2054,703.9258
45.3000,-7.4133,1.0000,-7.4133,0.0000,12.9751,0.0000,0.0000,35.0000,-117.4773,698.5672,-112.8951,704.4210
45.4000,-7.3897,1.0000,-7.3897,0.0000,12.9338,0.0000,0.0000,35.0000,-118.2283,699.2229,-113.5967,704.9404
45.5000,-7.1368,1.0000,-7.1368,0.0000,12.4911,0.0000,0.0000,35.0000,-118.7687,700.0606,-113.5967,704.9404
45.6000,-6.5861,1.0000,-6.5861,0.0000,11.5273,0.0000,0.0000,35.0000,-119.0565,701.0150,-114.9015,705.9615
45.7000,-5.8633,1.0000,-5.8633,0.0000,10.2622,0.0000,0.0000,35.0000,-119.0693,702.0118,-115.3168,706.3036
45.8000,-4.9806,1.0000,-4.9806,0.0000,8.7173,0.0000,0.0000,35.0000,-118.8060,702.9732,-115.6743,706.6038
45.9000,-4.0061,1.0000,-4.0061,0.0000,7.0117,0.0000,0.0000,35.0000,-118.2872,703.8244,-115.8078,706.7160
46.0000,-3.0118,1.0000,-3.0118,0.0000,5.2714,0.0000,0.0000,35.0000,-117.5533,704.4990,-115.7759,706.6891
46.1000,-2.0780,1.0000,-2.0780,0.0000,3.6370,0.0000,0.0000,35.0000,-116.6615,704.9445,-115.5121,706.4676
46.2000,-1.2749,1.0000,-1.2749,0.0000,2.2314,0.0000,0.0000,35.0000,-115.6814,705.1260,-115.0768,706.1019
46.3000,-0.6845,1.0000,-0.6845,0.0000,1.1980,0.0000,0.0000,35.0000,-114.6892,705.0296,-114.4569,705.6055
46.4000,-0.3451,0.6040,-0.3451,0.0000,0.6040,0.0000,0.0000,25.4000,-113.7545,704.6796,-113.7250,705.0390
46.5000,-0.2085,0.3649,-0.2085,0.0000,0.3649,0.0000,0.0000,13.4000,-112.8920,704.1748,-112.9358,704.4511
46.6000,-0.1934,0.3385,-0.1934,0.0000,0.3385,0.0000,0.0000,11.8483,-112.0812,703.5900,-112.1269,703.8696
46.7000,-0.2808,0.4914,-0.2808,0.0000,0.4914,0.0000,0.0000,17.1989,-111.3277,702.9333,-111.3122,703.3019
46.8000,-0.5088,0.8906,-0.5088,0.0000,0.8906,0.0000,0.0000,28.7908,-110.6771,702.1758,-110.5098,702.7589
46.9000,-0.9531,1.0000,-0.9531,0.0000,1.6682,0.0000,0.0000,35.0000,-110.2239,701.2878,-109.7696,702.2706
47.0000,-1.6314,1.0000,-1.6314,0.0000,2.8553,0.0000,0.0000,35.0000,-110.0333,700.3094,-109.1651,701.8798
47.1000,-2.4875,1.0000,-2.4875,0.0000,4.3538,0.0000,0.0000,35.0000,-110.1206,699.3163,-108.7519,701.6154
47.2000,-3.4530,1.0000,-3.4530,0.0000,6.0437,0.0000,0.0000,35.0000,-110.4791,698.3861,-108.5419,701.4827
47.3000,-4.4494,1.0000,-4.4494,0.0000,7.7876,0.0000,0.0000,35.0000,-111.0807,697.5912,-108.5657,701.4977
47.4000,-5.3990,1.0000,-5.3990,0.0000,9.4496,0.0000,0.0000,35.0000,-111.8785,696.9937,-108.8215,701.6594
47.5000,-6.2322,1.0000,-6.2322,0.0000,10.9078,0.0000,0.0000,35.0000,-112.8105,696.6400,-109.2388,701.9272
47.6000,-6.8849,1.0000,-6.8849,0.0000,12.0503,0.0000,0.0000,35.0000,-113.8040,696.5576,-109.8128,702.2991
47.7000,-7.3113,1.0000,-7.3113,0.0000,12.7965,0.0000,0.0000,35.0000,-114.7815,696.7532,-110.5080,702.7576
47.8000,-7.4823,1.0000,-7.4823,0.0000,13.0959,0.0000,0.0000,35.0000,-115.6669,697.2112,-111.2895,703.2861
47.9000,-7.3874,1.0000,-7.3874,0.0000,12.9298,0.0000,0.0000,35.0000,-116.3911,697.8962,-112.0471,703.8124
48.0000,-7.0350,1.0000,-7.0350,0.0000,12.3130,0.0000,0.0000,35.0000,-116.8978,698.7547,-112.7202,704.2943
48.1000,-6.4497,1.0000,-6.4497,0.0000,11.2886,0.0000,0.0000,35.0000,-117.1474,699.7197,-113.2805,704.7064
48.2000,-5.6717,1.0000,-5.6717,0.0000,9.9269,0.0000,0.0000,35.0000,-117.1205,700.7162,-113.5967,704.9404
48.3000,-4.7647,1.0000,-4.7647,0.0000,8.3394,0.0000,0.0000,35.0000,-116.8192,701.6665,-113.5967,704.9404
48.4000,-3.7800,1.0000,-3.7800,0.0000,6.6158,0.0000,0.0000,35.0000,-116.2669,702.4964,-113.5967,704.9404
48.5000,-2.7900,1.0000,-2.7900,0.0000,4.8831,0.0000,0.0000,35.0000,-115.5068,703.1413,-113.5967,704.9404
48.6000,-1.8771,1.0000,-1.8771,0.0000,3.2854,0.0000,0.0000,35.0000,-114.5980,703.5510,-113.5967,704.9404
48.7000,-1.1348,1.0000,-1.1348,0.0000,1.9862,0.0000,0.0000,35.0000,-113.6114,703.6934,-113.1359,704.5993
48.8000,-0.6156,1.0000,-0.6156,0.0000,1.0775,0.0000,0.0000,35.0000,-112.6238,703.5576,-112.4593,704.1075
48.9000,-0.3493,0.6114,-0.3493,0.0000,0.6114,0.0000,0.0000,23.6541,-111.6998,703.1799,-111.6791,703.5568
49.0000,-0.2716,0.4753,-0.2716,0.0000,0.4753,0.0000,0.0000,16.6360,-110.8472,702.6584,-110.8604,702.9960
