Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
6.6956,0.0440,-0.0440,0.0440,0.0000,-0.0440,0.0000,0.0000,-1.5416,-37.9492,634.1840,-38.0085,633.9879
6.8156,0.0495,-0.0495,0.0495,0.0000,-0.0495,0.0000,0.0000,-1.7339,-37.8644,635.3810,-37.9271,635.1846
6.9356,0.0588,-0.0588,0.0588,0.0000,-0.0588,0.0000,0.0000,-2.0594,-37.7941,636.5789,-37.8635,636.3817
7.0556,0.0701,-0.0701,0.0701,0.0000,-0.0701,0.0000,0.0000,-2.4547,-37.7409,637.7777,-37.8185,637.5800
7.1556,0.0792,-0.0792,0.0792,0.0000,-0.0792,0.0000,0.0000,-2.7730,-37.7117,638.7773,-37.7956,638.5786
7.2756,0.0886,-0.0886,0.0886,0.0000,-0.0886,0.0000,0.0000,-3.0996,-37.6977,639.9772,-37.7869,639.7773
7.3956,0.0952,-0.0952,0.0952,0.0000,-0.0952,0.0000,0.0000,-3.3318,-37.7089,641.1771,-37.8004,640.9744
7.5156,0.1018,-0.1018,0.1018,0.0000,-0.1018,0.0000,0.0000,-3.5639,-37.7475,642.3765,-37.8408,642.1719
7.6356,0.1054,-0.1054,0.1054,0.0000,-0.1054,0.0000,0.0000,-3.6896,-37.8148,643.5745,-37.9068,643.3681
7.7556,0.1068,-0.1068,0.1068,0.0000,-0.1068,0.0000,0.0000,-3.7371,-37.9116,644.7706,-37.9999,644.5625
7.8756,0.1096,-0.1096,0.1096,0.0000,-0.1096,0.0000,0.0000,-3.8345,-38.0387,645.9639,-38.1241,645.7514
7.9756,0.1141,-0.1141,0.1141,0.0000,-0.1141,0.0000,0.0000,-3.9948,-38.1682,646.9554,-38.2534,646.7403
8.0956,0.1234,-0.1234,0.1234,0.0000,-0.1234,0.0000,0.0000,-4.3203,-38.3534,648.1409,-38.4418,647.9223
8.2156,0.1348,-0.1348,0.1348,0.0000,-0.1348,0.0000,0.0000,-4.7192,-38.5733,649.3206,-38.6663,649.0977
8.3356,0.1473,-0.1473,0.1473,0.0000,-0.1473,0.0000,0.0000,-5.1545,-38.8309,650.4925,-38.9288,650.2645
8.4556,0.1661,-0.1661,0.1661,0.0000,-0.1661,0.0000,0.0000,-5.8146,-39.1302,651.6545,-39.2366,651.4145
8.5756,0.1845,-0.1845,0.1845,0.0000,-0.1845,0.0000,0.0000,-6.4569,-39.4755,652.8037,-39.5897,652.5551
8.6956,0.1993,-0.1993,0.1993,0.0000,-0.1993,0.0000,0.0000,-6.9738,-39.8707,653.9366,-39.9883,653.6799
8.7956,0.2100,-0.2100,0.2100,0.0000,-0.2100,0.0000,0.0000,-7.3485,-40.2406,654.8656,-40.3580,654.6011
8.9156,0.2185,-0.2185,0.2185,0.0000,-0.2185,0.0000,0.0000,-7.6458,-40.7352,655.9589,-40.8440,655.6801
9.0356,0.2291,-0.2291,0.2291,0.0000,-0.2291,0.0000,0.0000,-8.0199,-41.2863,657.0246,-41.3909,656.7377
9.1556,0.2333,-0.2333,0.2333,0.0000,-0.2333,0.0000,0.0000,-8.1668,-41.8941,658.0591,-41.9885,657.7678
9.2756,0.2255,-0.2255,0.2255,0.0000,-0.2255,0.0000,0.0000,-7.8918,-42.5574,659.0590,-42.6317,658.7708
9.3956,0.2062,-0.2062,0.2062,0.0000,-0.2062,0.0000,0.0000,-7.2186,-43.2724,660.0226,-43.3147,659.7405
9.5156,0.1770,-0.1770,0.1770,0.0000,-0.1770,0.0000,0.0000,-6.1953,-44.0323,660.9512,-44.0412,660.6882
9.6156,0.1448,-0.1448,0.1448,0.0000,-0.1448,0.0000,0.0000,-5.0691,-44.6939,661.7011,-44.6706,661.4594
9.7356,0.1048,-0.1048,0.1048,0.0000,-0.1048,0.0000,0.0000,-3.6680,-45.5136,662.5775,-45.4538,662.3634
9.8556,0.0692,-0.0692,0.0692,0.0000,-0.0692,0.0000,0.0000,-2.4216,-46.3534,663.4346,-46.2631,663.2457
9.9756,0.0487,-0.0487,0.0487,0.0000,-0.0487,0.0000,0.0000,-1.7048,-47.2065,664.2784,-47.0980,664.1039
10.0956,0.0433,-0.0433,0.0433,0.0000,-0.0433,0.0000,0.0000,-1.5147,-48.0691,665.1126,-47.9547,664.9429
10.2156,0.0514,-0.0514,0.0514,0.0000,-0.0514,0.0000,0.0000,-1.8003,-48.9403,665.9378,-48.8294,665.7632
10.3156,0.0664,-0.0664,0.0664,0.0000,-0.0664,0.0000,0.0000,-2.3229,-49.6742,666.6171,-49.5711,666.4325
10.4356,0.0880,-0.0880,0.0880,0.0000,-0.0880,0.0000,0.0000,-3.0806,-50.5673,667.4185,-50.4741,667.2189
10.5556,0.1076,-0.1076,0.1076,0.0000,-0.1076,0.0000,0.0000,-3.7659,-51.4774,668.2006,-51.3927,667.9886
10.6756,0.1160,-0.1160,0.1160,0.0000,-0.1160,0.0000,0.0000,-4.0586,-52.4071,668.9591,-52.3233,668.7439
10.7956,0.1097,-0.1097,0.1097,0.0000,-0.1097,0.0000,0.0000,-3.8398,-53.3570,669.6924,-53.2649,669.4855
10.9156,0.0908,-0.0908,0.0908,0.0000,-0.0908,0.0000,0.0000,-3.1764,-54.3249,670.4017,-54.2168,670.2123
11.0356,0.0624,-0.0624,0.0624,0.0000,-0.0624,0.0000,0.0000,-2.1846,-55.3069,671.0913,-55.1793,670.9271
11.1356,0.0360,-0.0360,0.0360,0.0000,-0.0360,0.0000,0.0000,-1.2601,-56.1324,671.6557,-55.9880,671.5141
